|id     |face_id|status|accepted_by|created_at             |
|112,976|446,227|0     |1          |2025-11-27 14:53:01.238|
|112,977|446,236|0     |1          |2025-11-27 14:54:07.174|
|112,978|446,241|0     |1          |2025-11-27 14:54:20.344|
|112,979|446,248|0     |1          |2025-11-27 14:54:35.442|
|112,980|446,250|0     |1          |2025-11-27 14:54:46.012|
|112,981|446,254|0     |11         |2025-11-27 14:55:11.003|
|112,982|446,282|0     |11         |2025-11-27 15:01:54.758|
|112,983|446,315|0     |1          |2025-11-27 15:11:18.164|
|112,984|446,316|0     |1          |2025-11-27 15:11:18.196|
|112,985|446,332|0     |1          |2025-11-27 15:15:18.2  |
|112,986|446,334|0     |1          |2025-11-27 15:15:57.074|
|112,987|446,337|0     |11         |2025-11-27 15:17:25.568|
|112,988|446,351|0     |1          |2025-11-27 15:20:30.213|
|112,989|446,359|0     |11         |2025-11-27 15:23:08.82 |
|112,990|446,360|0     |11         |2025-11-27 15:23:10.286|
|112,991|446,377|0     |1          |2025-11-27 15:34:29.425|
|112,992|446,378|0     |1          |2025-11-27 15:35:08.427|
|112,993|446,380|0     |11         |2025-11-27 15:36:11.705|
|112,994|446,411|0     |1          |2025-11-27 15:43:45.192|
|112,995|446,412|0     |1          |2025-11-27 15:44:03.749|
|112,996|446,413|0     |1          |2025-11-27 15:44:22.031|
|112,997|446,415|0     |1          |2025-11-27 15:44:34.869|
|112,998|446,416|0     |1          |2025-11-27 15:44:52.931|
|112,999|446,418|0     |1          |2025-11-27 15:45:19.771|
|113,000|446,419|0     |1          |2025-11-27 15:45:37.853|
|113,001|446,422|0     |11         |2025-11-27 15:48:28.669|
|113,002|446,435|0     |1          |2025-11-27 15:50:56.401|
|113,003|446,438|0     |1          |2025-11-27 15:52:45.794|
|113,004|446,439|0     |1          |2025-11-27 15:53:03.932|
|113,005|446,458|0     |11         |2025-11-27 16:00:53.83 |
|113,006|446,471|0     |11         |2025-11-27 16:01:40.508|
|113,007|446,487|0     |1          |2025-11-27 16:07:09.246|
|113,008|446,491|0     |11         |2025-11-27 16:07:35.753|
|113,009|446,504|0     |11         |2025-11-27 16:13:06.328|
|113,010|446,509|0     |1          |2025-11-27 16:13:38.038|
|113,011|446,512|0     |11         |2025-11-27 16:13:59.534|
|113,012|446,524|0     |11         |2025-11-27 16:17:48.837|
|113,013|446,525|0     |11         |2025-11-27 16:18:04.472|
|113,014|446,530|0     |1          |2025-11-27 16:21:23.993|
|113,015|446,531|0     |11         |2025-11-27 16:21:53.717|
|113,016|446,549|0     |11         |2025-11-27 16:29:10.162|
|113,017|446,559|0     |11         |2025-11-27 16:36:04.957|
|113,018|446,572|0     |1          |2025-11-27 16:37:49.894|
|113,019|446,587|0     |1          |2025-11-27 16:41:19.217|
|113,020|446,603|0     |1          |2025-11-27 16:49:19.827|
|113,021|446,607|0     |11         |2025-11-27 16:51:34.197|
|113,022|446,628|0     |11         |2025-11-27 16:54:51.981|
|113,023|446,633|0     |11         |2025-11-27 16:55:41.011|
|113,024|446,635|0     |11         |2025-11-27 16:56:16.668|
|113,025|446,646|0     |11         |2025-11-27 16:57:32.449|
|113,026|446,675|0     |11         |2025-11-27 17:04:06.386|
|113,027|446,676|0     |1          |2025-11-27 17:06:34.363|
|113,028|446,681|0     |11         |2025-11-27 17:08:53.873|
|113,029|446,686|0     |11         |2025-11-27 17:11:59.486|
|113,030|446,711|0     |1          |2025-11-27 17:22:31.828|
|113,031|446,717|0     |11         |2025-11-27 17:25:26.591|
|113,032|446,718|0     |11         |2025-11-27 17:25:37.098|
|113,033|446,756|0     |11         |2025-11-27 17:37:43.139|
|113,034|446,764|0     |11         |2025-11-27 17:39:27.192|
|113,035|446,765|0     |11         |2025-11-27 17:39:50.311|
|113,036|446,768|0     |11         |2025-11-27 17:41:33.759|
|113,037|446,774|0     |1          |2025-11-27 17:44:04.209|
|113,038|446,779|0     |11         |2025-11-27 17:44:20.825|
|113,039|446,784|0     |11         |2025-11-27 17:45:36.578|
|113,040|446,787|0     |11         |2025-11-27 17:46:27.93 |
|113,041|446,788|0     |11         |2025-11-27 17:47:15.463|
|113,042|446,796|0     |11         |2025-11-27 17:51:30.823|
|113,043|446,798|0     |11         |2025-11-27 17:51:51.788|
|113,044|446,821|0     |11         |2025-11-27 17:57:19.795|
|113,045|446,830|0     |1          |2025-11-27 18:00:35.407|
|113,046|446,832|0     |11         |2025-11-27 18:00:43.29 |
|113,047|446,833|0     |11         |2025-11-27 18:00:43.438|
|113,048|446,835|0     |11         |2025-11-27 18:00:48.282|
|113,049|446,837|0     |1          |2025-11-27 18:01:26.579|
|113,050|446,854|0     |1          |2025-11-27 18:04:39.895|
|113,051|446,863|0     |11         |2025-11-27 18:06:16.322|
|113,052|446,873|0     |11         |2025-11-27 18:07:32.151|
|113,053|446,874|0     |11         |2025-11-27 18:08:43.371|
|113,054|446,878|0     |11         |2025-11-27 18:09:19.014|
|113,055|446,923|0     |1          |2025-11-27 18:16:48.239|
|113,056|446,926|0     |11         |2025-11-27 18:17:15.504|
|113,057|446,930|0     |11         |2025-11-27 18:18:47.239|
|113,058|446,932|0     |11         |2025-11-27 18:19:00.183|
|113,059|446,934|0     |11         |2025-11-27 18:19:31.204|
|113,060|446,942|0     |11         |2025-11-27 18:21:54.338|
|113,061|446,950|0     |11         |2025-11-27 18:27:30.854|
|113,062|446,957|0     |11         |2025-11-27 18:28:26.243|
|113,063|446,959|0     |1          |2025-11-27 18:28:34.093|
|113,064|446,966|0     |11         |2025-11-27 18:29:46.596|
|113,065|446,967|0     |1          |2025-11-27 18:29:58.492|
|113,066|446,968|0     |1          |2025-11-27 18:30:00.54 |
|113,067|446,970|0     |1          |2025-11-27 18:30:22.128|
|113,068|446,975|0     |1          |2025-11-27 18:30:57.342|
|113,069|446,977|0     |1          |2025-11-27 18:31:07.89 |
|113,070|446,978|0     |1          |2025-11-27 18:31:09.387|
|113,071|446,989|0     |11         |2025-11-27 18:35:41.141|
|113,072|447,008|0     |11         |2025-11-27 18:37:54.432|
|113,073|447,021|0     |11         |2025-11-27 18:43:13.953|
|113,074|447,022|0     |11         |2025-11-27 18:43:31.152|
|113,075|447,024|0     |11         |2025-11-27 18:45:04.485|
|113,076|447,027|0     |11         |2025-11-27 18:47:41.308|
|113,077|447,029|0     |11         |2025-11-27 18:48:00.913|
|113,078|447,030|0     |1          |2025-11-27 18:48:16.393|
|113,079|447,032|0     |11         |2025-11-27 18:48:28.349|
|113,080|447,033|0     |11         |2025-11-27 18:48:29.365|
|113,081|447,034|0     |11         |2025-11-27 18:48:29.552|
|113,082|447,039|0     |11         |2025-11-27 18:50:52.175|
|113,083|447,048|0     |1          |2025-11-27 18:55:38.395|
|113,084|447,049|0     |11         |2025-11-27 18:55:38.715|
|113,085|447,051|0     |11         |2025-11-27 18:56:15.826|
|113,086|447,054|0     |11         |2025-11-27 18:56:53.04 |
|113,087|447,055|0     |11         |2025-11-27 18:56:55.088|
|113,088|447,056|0     |1          |2025-11-27 18:57:24.824|
|113,089|447,058|0     |11         |2025-11-27 18:57:47.061|
|113,090|447,067|0     |11         |2025-11-27 19:03:13.573|
|113,091|447,083|0     |1          |2025-11-27 19:09:48.319|
|113,092|447,093|0     |11         |2025-11-27 19:25:49.726|
|113,093|447,126|0     |11         |2025-11-27 19:33:53.295|
|113,094|447,127|0     |11         |2025-11-27 19:34:27.237|
|113,095|447,129|0     |1          |2025-11-27 19:36:37.588|
|113,096|447,130|0     |1          |2025-11-27 19:37:02.862|
|113,097|447,135|0     |1          |2025-11-27 19:40:30.695|
|113,098|447,137|0     |1          |2025-11-27 19:40:44.01 |
|113,099|447,139|0     |1          |2025-11-27 19:41:16.157|
|113,100|447,152|0     |1          |2025-11-27 19:52:49.94 |
|113,101|447,153|0     |11         |2025-11-27 19:53:31.404|
|113,102|447,164|0     |1          |2025-11-27 19:56:53    |
|113,103|447,165|0     |11         |2025-11-27 19:57:16.275|
|113,104|447,177|0     |1          |2025-11-27 20:01:29.8  |
|113,105|447,196|0     |1          |2025-11-27 20:18:26.575|
|113,106|447,207|0     |11         |2025-11-27 20:26:19.515|
|113,107|447,210|0     |11         |2025-11-27 20:39:43.339|
|113,108|447,212|0     |11         |2025-11-27 20:40:04.049|
|113,109|447,217|0     |11         |2025-11-27 20:46:47.634|
|113,110|447,238|0     |1          |2025-11-27 20:56:33.52 |
|113,111|447,240|0     |1          |2025-11-27 20:56:46.817|
|113,112|447,241|0     |1          |2025-11-27 20:56:48.581|
|113,113|447,249|0     |1          |2025-11-27 20:59:05.154|
|113,114|447,257|0     |11         |2025-11-27 21:10:18.643|
|113,115|447,274|0     |11         |2025-11-27 21:20:55.487|
|113,116|447,280|0     |1          |2025-11-27 21:25:39.026|
|113,117|447,296|0     |1          |2025-11-27 21:41:23.022|
|113,118|447,302|0     |11         |2025-11-27 21:55:48.62 |
|113,119|447,319|0     |1          |2025-11-27 22:13:23.579|
|113,120|447,320|0     |1          |2025-11-27 22:13:28.679|
|113,121|447,322|0     |1          |2025-11-27 22:13:57.304|
|113,122|447,327|0     |11         |2025-11-27 22:25:47.122|
|113,123|447,344|0     |1          |2025-11-27 22:32:20.229|
|113,124|447,353|0     |1          |2025-11-27 22:50:56.105|
|113,125|447,355|0     |11         |2025-11-27 23:00:04.026|
|113,126|447,356|0     |11         |2025-11-27 23:03:08.413|
|113,127|447,360|0     |11         |2025-11-27 23:06:47.129|
|113,128|447,368|0     |11         |2025-11-27 23:35:08.866|
|113,129|447,371|0     |11         |2025-11-27 23:45:40.468|
|113,130|447,372|0     |11         |2025-11-27 23:55:02.617|
|113,131|447,436|0     |11         |2025-11-28 02:01:08.957|
|113,132|447,437|0     |11         |2025-11-28 02:03:15.817|
|113,133|447,439|0     |11         |2025-11-28 02:50:32.816|
|113,134|447,440|0     |11         |2025-11-28 02:51:39.178|
|113,135|447,441|0     |11         |2025-11-28 02:51:56.383|
|113,136|447,443|0     |11         |2025-11-28 02:52:01.913|
|113,137|447,444|0     |11         |2025-11-28 02:54:04.872|
|113,138|447,445|0     |11         |2025-11-28 02:54:18.708|
|113,139|447,462|0     |11         |2025-11-28 06:00:45.761|
|113,140|447,463|0     |11         |2025-11-28 06:01:51.691|
|113,141|447,464|0     |1          |2025-11-28 06:02:06.34 |
|113,142|447,466|0     |1          |2025-11-28 06:02:09.603|
|113,143|447,469|0     |11         |2025-11-28 06:06:58.018|
|113,144|447,472|0     |11         |2025-11-28 06:13:03.441|
|113,145|447,494|0     |11         |2025-11-28 06:28:04.061|
|113,146|447,504|0     |11         |2025-11-28 06:36:28.156|
|113,147|447,507|0     |11         |2025-11-28 06:42:10.606|
|113,148|447,511|0     |11         |2025-11-28 06:44:48.476|
|113,149|447,512|0     |11         |2025-11-28 06:46:24.957|
|113,150|447,516|0     |1          |2025-11-28 06:46:52.535|
|113,151|447,519|0     |11         |2025-11-28 06:47:31.778|
|113,152|447,533|0     |11         |2025-11-28 06:49:51.792|
|113,153|447,535|0     |11         |2025-11-28 06:50:59.638|
|113,154|447,545|0     |11         |2025-11-28 06:52:18.093|
|113,155|447,549|0     |11         |2025-11-28 06:52:53.076|
|113,156|447,573|0     |11         |2025-11-28 06:56:36.773|
|113,157|447,585|0     |11         |2025-11-28 06:59:05.54 |
|113,158|447,596|0     |1          |2025-11-28 07:00:56.172|
|113,159|447,609|0     |11         |2025-11-28 07:07:00.668|
|113,160|447,626|0     |1          |2025-11-28 07:12:19.233|
|113,161|447,631|0     |11         |2025-11-28 07:15:02.406|
|113,162|447,648|0     |1          |2025-11-28 07:22:28.702|
|113,163|447,650|0     |11         |2025-11-28 07:22:45.487|
|113,164|447,653|0     |11         |2025-11-28 07:22:47.515|
|113,165|447,668|0     |11         |2025-11-28 07:30:00.383|
|113,166|447,675|0     |11         |2025-11-28 07:34:38.404|
|113,167|447,677|0     |11         |2025-11-28 07:36:13.856|
|113,168|447,693|0     |11         |2025-11-28 07:41:47.62 |
|113,169|447,698|0     |11         |2025-11-28 07:42:53.026|
|113,170|447,701|0     |11         |2025-11-28 07:43:14.525|
|113,171|447,702|0     |11         |2025-11-28 07:43:25.39 |
|113,172|447,703|0     |11         |2025-11-28 07:43:29.2  |
|113,173|447,704|0     |11         |2025-11-28 07:43:30.12 |
|113,174|447,707|0     |11         |2025-11-28 07:44:17.217|
|113,175|447,708|0     |11         |2025-11-28 07:44:45.541|
|113,176|447,709|0     |11         |2025-11-28 07:44:58.976|
|113,177|447,710|0     |11         |2025-11-28 07:45:00.286|
|113,178|447,711|0     |11         |2025-11-28 07:45:09.889|
|113,179|447,712|0     |11         |2025-11-28 07:45:10.884|
|113,180|447,723|0     |11         |2025-11-28 07:47:08.434|
|113,181|447,740|0     |11         |2025-11-28 07:49:43.03 |
|113,182|447,741|0     |11         |2025-11-28 07:49:44.172|
|113,183|447,742|0     |11         |2025-11-28 07:49:45.104|
|113,184|447,743|0     |11         |2025-11-28 07:49:47.912|
|113,185|447,756|0     |11         |2025-11-28 07:53:25.923|
|113,186|447,761|0     |11         |2025-11-28 07:53:38.451|
|113,187|447,774|0     |11         |2025-11-28 07:57:03.911|
|113,188|447,782|0     |11         |2025-11-28 07:58:18.153|
|113,189|447,804|0     |11         |2025-11-28 08:06:15.761|
|113,190|447,812|0     |11         |2025-11-28 08:09:36.263|
|113,191|447,813|0     |11         |2025-11-28 08:09:37.211|
|113,192|447,817|0     |11         |2025-11-28 08:11:30.327|
|113,193|447,823|0     |11         |2025-11-28 08:11:51.081|
|113,194|447,844|0     |11         |2025-11-28 08:17:02.776|
|113,195|447,853|0     |1          |2025-11-28 08:20:12.796|
|113,196|447,854|0     |1          |2025-11-28 08:20:28.907|
|113,197|447,855|0     |11         |2025-11-28 08:20:41.967|
|113,198|447,856|0     |1          |2025-11-28 08:20:45.1  |
|113,199|447,883|0     |1          |2025-11-28 08:28:59.185|
|113,200|447,885|0     |11         |2025-11-28 08:30:30.815|
|113,201|447,889|0     |11         |2025-11-28 08:34:39.969|
|113,202|447,894|0     |11         |2025-11-28 08:36:34.832|
|113,203|447,915|0     |11         |2025-11-28 08:40:12.765|
|113,204|447,917|0     |1          |2025-11-28 08:40:46.243|
|113,205|447,924|0     |11         |2025-11-28 08:43:00.428|
|113,206|447,944|0     |1          |2025-11-28 08:48:18.243|
|113,207|447,945|0     |1          |2025-11-28 08:48:41.761|
|113,208|447,959|0     |1          |2025-11-28 08:52:02.869|
|113,209|447,966|0     |11         |2025-11-28 08:53:45.705|
|113,210|447,968|0     |11         |2025-11-28 08:54:00.851|
|113,211|447,972|0     |11         |2025-11-28 08:55:08.772|
|113,212|447,974|0     |11         |2025-11-28 08:55:28.045|
|113,213|447,981|0     |11         |2025-11-28 08:57:24.787|
|113,214|447,982|0     |11         |2025-11-28 08:57:26.085|
|113,215|447,997|0     |11         |2025-11-28 09:00:07.884|
|113,216|448,011|0     |11         |2025-11-28 09:02:49.538|
|113,217|448,013|0     |11         |2025-11-28 09:03:26.26 |
|113,218|448,015|0     |1          |2025-11-28 09:03:34.598|
|113,219|448,023|0     |1          |2025-11-28 09:04:27.74 |
|113,220|448,027|0     |115        |2025-11-28 09:05:39.635|
|113,221|448,032|0     |115        |2025-11-28 09:06:10.245|
|113,222|448,034|0     |115        |2025-11-28 09:06:24.784|
|113,223|448,039|0     |115        |2025-11-28 09:07:29.744|
|113,224|448,072|0     |115        |2025-11-28 09:11:14.068|
|113,225|448,081|0     |115        |2025-11-28 09:12:22.382|
|113,226|448,093|0     |1          |2025-11-28 09:14:11.059|
|113,227|448,095|0     |1          |2025-11-28 09:14:34.269|
|113,228|448,097|0     |1          |2025-11-28 09:14:57.856|
|113,229|448,101|0     |1          |2025-11-28 09:15:17.797|
|113,230|448,103|0     |1          |2025-11-28 09:15:34.621|
|113,231|448,110|0     |1          |2025-11-28 09:15:51.399|
|113,232|448,112|0     |115        |2025-11-28 09:16:08.269|
|113,233|448,114|0     |115        |2025-11-28 09:16:28.329|
|113,234|448,116|0     |1          |2025-11-28 09:16:43.723|
|113,235|448,117|0     |1          |2025-11-28 09:16:56.655|
|113,236|448,118|0     |1          |2025-11-28 09:17:00.523|
|113,237|448,139|0     |115        |2025-11-28 09:18:29.738|
|113,238|448,143|0     |1          |2025-11-28 09:19:14.59 |
|113,239|448,145|0     |1          |2025-11-28 09:19:33.132|
|113,240|448,154|0     |1          |2025-11-28 09:20:33.171|
|113,241|448,155|0     |1          |2025-11-28 09:20:33.76 |
|113,242|448,159|0     |1          |2025-11-28 09:20:58.758|
|113,243|448,163|0     |1          |2025-11-28 09:21:16.834|
|113,244|448,164|0     |1          |2025-11-28 09:21:29.176|
|113,245|448,168|0     |1          |2025-11-28 09:22:03.826|
|113,246|448,172|0     |1          |2025-11-28 09:22:18.322|
|113,247|448,208|0     |1          |2025-11-28 09:30:51.772|
|113,248|448,212|0     |1          |2025-11-28 09:31:55.769|
|113,249|448,214|0     |1          |2025-11-28 09:32:20.992|
|113,250|448,216|0     |115        |2025-11-28 09:32:43.729|
|113,251|448,217|0     |1          |2025-11-28 09:32:52.697|
|113,252|448,218|0     |1          |2025-11-28 09:33:07.848|
|113,253|448,221|0     |1          |2025-11-28 09:33:50.01 |
|113,254|448,230|0     |1          |2025-11-28 09:34:41.677|
|113,255|448,235|0     |1          |2025-11-28 09:34:57.663|
|113,256|448,237|0     |115        |2025-11-28 09:35:22.74 |
|113,257|448,238|0     |1          |2025-11-28 09:35:27.4  |
|113,258|448,244|0     |1          |2025-11-28 09:36:10.917|
|113,259|448,250|0     |115        |2025-11-28 09:37:36.102|
|113,260|448,256|0     |115        |2025-11-28 09:39:58.367|
|113,261|448,262|0     |115        |2025-11-28 09:40:45.766|
|113,262|448,294|0     |115        |2025-11-28 09:44:54.5  |
|113,263|448,314|0     |1          |2025-11-28 09:47:54.291|
|113,264|448,330|0     |115        |2025-11-28 09:50:58.5  |
|113,265|448,333|0     |115        |2025-11-28 09:51:08.872|
|113,266|448,334|0     |115        |2025-11-28 09:51:10.178|
|113,267|448,338|0     |115        |2025-11-28 09:51:33.554|
|113,268|448,342|0     |115        |2025-11-28 09:51:50.732|
|113,269|448,351|0     |115        |2025-11-28 09:55:54.44 |
|113,270|448,395|0     |115        |2025-11-28 10:01:23.075|
|113,271|448,431|0     |1          |2025-11-28 10:07:57.353|
|113,272|448,441|0     |115        |2025-11-28 10:11:59.912|
|113,273|448,449|0     |115        |2025-11-28 10:12:54.232|
|113,274|448,455|0     |115        |2025-11-28 10:13:37.495|
|113,275|448,456|0     |115        |2025-11-28 10:13:41.377|
|113,276|448,477|0     |1          |2025-11-28 10:17:30.656|
|113,277|448,485|0     |115        |2025-11-28 10:19:08.366|
|113,278|448,491|0     |115        |2025-11-28 10:20:35.656|
|113,279|448,514|0     |115        |2025-11-28 10:25:55.588|
|113,280|448,530|0     |115        |2025-11-28 10:28:21.565|
|113,281|448,545|0     |115        |2025-11-28 10:29:44.704|
|113,282|448,566|0     |115        |2025-11-28 10:33:32.068|
|113,283|448,570|0     |115        |2025-11-28 10:34:36.566|
|113,284|448,594|0     |115        |2025-11-28 10:43:10.054|
|113,285|448,595|0     |115        |2025-11-28 10:43:10.837|
|113,286|448,596|0     |115        |2025-11-28 10:43:58.478|
|113,287|448,597|0     |115        |2025-11-28 10:44:12.479|
|113,288|448,611|0     |115        |2025-11-28 10:46:51.985|
|113,289|448,621|0     |1          |2025-11-28 10:48:01.852|
|113,290|448,637|0     |115        |2025-11-28 10:50:49.783|
|113,291|448,641|0     |115        |2025-11-28 10:51:25.694|
|113,292|448,659|0     |115        |2025-11-28 10:55:53.484|
|113,293|448,660|0     |115        |2025-11-28 10:56:23.628|
|113,294|448,664|0     |115        |2025-11-28 10:57:08.631|
|113,295|448,665|0     |115        |2025-11-28 10:57:42.929|
|113,296|448,666|0     |115        |2025-11-28 10:57:48.148|
|113,297|448,669|0     |115        |2025-11-28 10:57:58.672|
|113,298|448,670|0     |115        |2025-11-28 10:57:59.759|
|113,299|448,675|0     |115        |2025-11-28 10:58:47.195|
|113,300|448,676|0     |1          |2025-11-28 10:58:55.491|
|113,301|448,686|0     |115        |2025-11-28 11:00:16.986|
|113,302|448,695|0     |115        |2025-11-28 11:03:51.808|
|113,303|448,716|0     |115        |2025-11-28 11:12:38.424|
|113,304|448,717|0     |115        |2025-11-28 11:12:42.919|
|113,305|448,722|0     |115        |2025-11-28 11:13:53.531|
|113,306|448,725|0     |115        |2025-11-28 11:15:24.035|
|113,307|448,730|0     |115        |2025-11-28 11:19:11.497|
|113,308|448,733|0     |115        |2025-11-28 11:19:42.636|
|113,309|448,737|0     |115        |2025-11-28 11:21:36.73 |
|113,310|448,752|0     |115        |2025-11-28 11:27:24.146|
|113,311|448,761|0     |115        |2025-11-28 11:30:52.694|
|113,312|448,764|0     |115        |2025-11-28 11:31:03.414|
|113,313|448,779|0     |115        |2025-11-28 11:34:58.485|
|113,314|448,782|0     |1          |2025-11-28 11:36:41.002|
|113,315|448,788|0     |1          |2025-11-28 11:37:36.831|
|113,316|448,791|0     |115        |2025-11-28 11:38:18.465|
|113,317|448,796|0     |115        |2025-11-28 11:39:08.912|
|113,318|448,813|0     |115        |2025-11-28 11:42:13.09 |
|113,319|448,819|0     |115        |2025-11-28 11:43:26.863|
|113,320|448,826|0     |1          |2025-11-28 11:44:53.152|
|113,321|448,827|0     |1          |2025-11-28 11:44:54.928|
|113,322|448,828|0     |1          |2025-11-28 11:44:55.057|
|113,323|448,830|0     |1          |2025-11-28 11:45:25.325|
|113,324|448,831|0     |115        |2025-11-28 11:45:26.114|
|113,325|448,832|0     |115        |2025-11-28 11:45:28.525|
|113,326|448,846|0     |115        |2025-11-28 11:46:44.438|
|113,327|448,847|0     |115        |2025-11-28 11:46:45.171|
|113,328|448,882|0     |115        |2025-11-28 11:52:39.655|
|113,329|448,891|0     |1          |2025-11-28 11:54:54.604|
|113,330|448,916|0     |1          |2025-11-28 12:00:11.071|
|113,331|448,923|0     |115        |2025-11-28 12:03:06.224|
|113,332|448,929|0     |115        |2025-11-28 12:04:09.246|
|113,333|448,936|0     |115        |2025-11-28 12:05:28.154|
|113,334|448,948|0     |115        |2025-11-28 12:07:37.065|
|113,335|448,953|0     |115        |2025-11-28 12:08:27.774|
|113,336|448,972|0     |115        |2025-11-28 12:11:38.567|
|113,337|449,001|0     |115        |2025-11-28 12:13:46.002|
|113,338|449,020|0     |115        |2025-11-28 12:15:49.811|
|113,339|449,032|0     |115        |2025-11-28 12:18:29.435|
|113,340|449,033|0     |115        |2025-11-28 12:18:40.288|
|113,341|449,054|0     |115        |2025-11-28 12:22:15.497|
|113,342|449,056|0     |1          |2025-11-28 12:22:38.822|
|113,343|449,061|0     |115        |2025-11-28 12:23:25.317|
|113,344|449,073|0     |1          |2025-11-28 12:27:01.327|
|113,345|449,075|0     |115        |2025-11-28 12:27:15.612|
|113,346|449,076|0     |115        |2025-11-28 12:27:16.543|
|113,347|449,097|0     |115        |2025-11-28 12:31:43.925|
|113,348|449,112|0     |115        |2025-11-28 12:34:40.154|
|113,349|449,118|0     |115        |2025-11-28 12:36:44.609|
|113,350|449,119|0     |115        |2025-11-28 12:36:50.326|
|113,351|449,127|0     |115        |2025-11-28 12:38:52.539|
|113,352|449,137|0     |115        |2025-11-28 12:40:51.085|
|113,353|449,148|0     |115        |2025-11-28 12:45:42.165|
|113,354|449,152|0     |115        |2025-11-28 12:50:10.157|
|113,355|449,161|0     |115        |2025-11-28 12:51:50.482|
|113,356|449,163|0     |115        |2025-11-28 12:52:17.208|
|113,357|449,169|0     |115        |2025-11-28 12:52:47.787|
|113,358|449,193|0     |115        |2025-11-28 12:54:32.454|
|113,359|449,194|0     |115        |2025-11-28 12:54:40.655|
|113,360|449,195|0     |115        |2025-11-28 12:54:46.708|
|113,361|449,209|0     |115        |2025-11-28 12:57:13.356|
|113,362|449,219|0     |1          |2025-11-28 12:58:02.018|
|113,363|449,231|0     |115        |2025-11-28 12:58:58.177|
|113,364|449,242|0     |115        |2025-11-28 12:59:49.198|
|113,365|449,265|0     |115        |2025-11-28 13:01:50.878|
|113,366|449,268|0     |115        |2025-11-28 13:01:55.975|
|113,367|449,269|0     |115        |2025-11-28 13:01:57.45 |
|113,368|449,272|0     |115        |2025-11-28 13:01:59.701|
|113,369|449,273|0     |115        |2025-11-28 13:02:00.947|
|113,370|449,297|0     |115        |2025-11-28 13:06:43.316|
|113,371|449,301|0     |115        |2025-11-28 13:07:14.824|
|113,372|449,302|0     |115        |2025-11-28 13:07:48.971|
|113,373|449,303|0     |115        |2025-11-28 13:07:51.82 |
|113,374|449,305|0     |1          |2025-11-28 13:08:15.473|
|113,375|449,306|0     |115        |2025-11-28 13:08:19.361|
|113,376|449,309|0     |1          |2025-11-28 13:08:25.563|
|113,377|449,311|0     |1          |2025-11-28 13:08:51.329|
|113,378|449,315|0     |1          |2025-11-28 13:09:06.845|
|113,379|449,319|0     |115        |2025-11-28 13:09:30.98 |
|113,380|449,321|0     |115        |2025-11-28 13:09:43.139|
|113,381|449,330|0     |115        |2025-11-28 13:12:42.669|
|113,382|449,332|0     |1          |2025-11-28 13:12:49.929|
|113,383|449,333|0     |115        |2025-11-28 13:12:52.251|
|113,384|449,338|0     |115        |2025-11-28 13:14:49.991|
|113,385|449,346|0     |115        |2025-11-28 13:16:49.124|
|113,386|449,348|0     |115        |2025-11-28 13:16:54.084|
|113,387|449,363|0     |1          |2025-11-28 13:18:58.151|
|113,388|449,368|0     |1          |2025-11-28 13:19:31.179|
|113,389|449,369|0     |1          |2025-11-28 13:19:32.92 |
|113,390|449,381|0     |115        |2025-11-28 13:21:21.121|
|113,391|449,384|0     |1          |2025-11-28 13:22:27.023|
|113,392|449,398|0     |115        |2025-11-28 13:24:02.161|
|113,393|449,402|0     |1          |2025-11-28 13:25:07.34 |
|113,394|449,413|0     |115        |2025-11-28 13:26:31.415|
|113,395|449,425|0     |115        |2025-11-28 13:31:05.531|
|113,396|449,434|0     |115        |2025-11-28 13:33:02.655|
|113,397|449,436|0     |115        |2025-11-28 13:33:48.119|
|113,398|449,496|0     |115        |2025-11-28 13:45:16.765|
|113,399|449,498|0     |115        |2025-11-28 13:45:22.09 |
|113,400|449,499|0     |115        |2025-11-28 13:45:33.088|
|113,401|449,514|0     |115        |2025-11-28 13:47:06.842|
|113,402|449,517|0     |115        |2025-11-28 13:47:19.36 |
|113,403|449,542|0     |115        |2025-11-28 13:52:27.837|
|113,404|449,559|0     |115        |2025-11-28 13:57:42.313|
|113,405|449,560|0     |115        |2025-11-28 13:57:43.593|
|113,406|449,588|0     |115        |2025-11-28 14:01:37.1  |
|113,407|449,591|0     |115        |2025-11-28 14:01:59.307|
|113,408|449,611|0     |115        |2025-11-28 14:09:28.717|
|113,409|449,616|0     |115        |2025-11-28 14:10:47.308|
|113,410|449,635|0     |115        |2025-11-28 14:15:17.126|
|113,411|449,663|0     |115        |2025-11-28 14:20:59.361|
|113,412|449,669|0     |115        |2025-11-28 14:22:03.222|
|113,413|449,670|0     |115        |2025-11-28 14:22:05.691|
|113,414|449,679|0     |115        |2025-11-28 14:25:25.357|
|113,415|449,680|0     |115        |2025-11-28 14:26:04.336|
|113,416|449,681|0     |115        |2025-11-28 14:26:55.202|
|113,417|449,691|0     |115        |2025-11-28 14:30:00.968|
|113,418|449,692|0     |115        |2025-11-28 14:30:46.026|
|113,419|449,693|0     |115        |2025-11-28 14:30:46.993|
|113,420|449,695|0     |115        |2025-11-28 14:30:51.623|
|113,421|449,711|0     |115        |2025-11-28 14:36:50.209|
|113,422|449,714|0     |115        |2025-11-28 14:37:34.404|
|113,423|449,719|0     |115        |2025-11-28 14:41:34.728|
|113,424|449,720|0     |1          |2025-11-28 14:43:35.456|
