|id |name                           |comment                      |min_confidence|streams                      |send_internal_notifications|events_holder                                                                                           |status|created_at             |client_id|color  |time_attendance                                                       |enabled|list_permissions                                                                                                                                                                                               |
|115|Finerax                        |                             |85            |"[732,733,735]"              |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-08-20 15:31:02.536|8        |#59ff00|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|116|Grand Canal                    |                             |80            |"[875]"                      |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-08-20 16:11:02.086|8        |#10f000|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|117|Flor de Lirio                  |                             |80            |"[876]"                      |true                       |"{\"events\":[{\"id\":\"49c75196-1506-4bbb-acca-5d713a86debf\",\"params\":{}}],\"notify_enabled\":true}"|1     |2025-08-21 11:44:30.625|8        |#61eb05|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|118|Atlanta                        |                             |80            |"[]"                         |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-08-21 11:28:08.735|8        |#62f202|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|119|Portal São Francisco           |                             |80            |"[877]"                      |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-08-21 15:53:46.292|8        |#20f005|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|120|Casa Flora                     |                             |80            |"[867]"                      |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-08-29 11:57:59.08 |8        |#67fc03|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|121|.                              |                             |65            |"[741]"                      |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-11-12 15:24:24.376|8        |#00f549|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|122|LEAF                           |                             |70            |"[895]"                      |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-09-30 12:06:21.755|8        |#0fdb13|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|123|teste                          |                             |80            |"[898]"                      |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-10-05 18:55:30.551|96       |#000000|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":116,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|124|Funcionarios                   |                             |80            |"[917,918]"                  |true                       |"{\"events\":[{\"id\":\"7a9986f5-b6ea-4ca2-8dd4-393d0d601726\",\"params\":{}}],\"notify_enabled\":true}"|-1    |2025-10-20 10:19:18.762|98       |#000000|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":119,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|125|Procurado                      |                             |80            |"[918]"                      |true                       |"{\"events\":[{\"id\":\"ef2d2ec3-c4ca-4b91-a449-50684bdea79a\",\"params\":{}}],\"notify_enabled\":true}"|1     |2025-11-19 07:33:17.731|98       |#f50505|"{\"enabled\":true,\"entrance_streams\":[918],\"exit_streams\":[918]}"|[NULL] |"{\"creator_id\":119,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|126|Colaboradores                  |                             |80            |"[935]"                      |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-10-28 07:07:04.918|99       |#092ff1|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":120,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|127|COLABORADORES SERVIP           |                             |90            |"[972]"                      |true                       |"{\"events\":[{\"id\":\"afe367b8-eb8c-4497-8b36-7d32b045e2f4\",\"params\":{}}],\"notify_enabled\":true}"|-1    |2025-11-11 20:03:23.889|6        |#eb0a0a|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":8,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"  |
|128|VISITANTES                     |                             |80            |"[972]"                      |true                       |"{\"events\":[{\"id\":\"afe367b8-eb8c-4497-8b36-7d32b045e2f4\",\"params\":{}}],\"notify_enabled\":true}"|-1    |2025-11-11 20:03:02.839|6        |#0762f2|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":8,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"  |
|129|POC Ibiraçu                    |                             |80            |"[985]"                      |true                       |"{\"events\":[{\"id\":\"ef2d2ec3-c4ca-4b91-a449-50684bdea79a\",\"params\":{}}],\"notify_enabled\":true}"|1     |2025-11-19 09:26:07.028|98       |#edfc1d|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":119,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|130|COLABORADORES                  |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-04 16:45:11.58 |101      |#0ae636|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|131|VIGILÂNCIA                     |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-04 16:44:17.141|101      |#0535f5|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|132|PERSONAS NAO GRATA             |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-04 16:45:40.534|101      |#171717|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|133|LOJISTAS                       |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-04 16:45:31.649|101      |#f28202|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|134|TERCEIROS                      |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-04 16:45:21.535|101      |#e1ff00|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|135|PROCURADOS                     |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-04 16:16:01.9  |101      |#ea0b0b|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|136|BOMBEIROS                      |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-04 16:45:46.773|101      |#f302f7|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|137|MANUTENÇÃO                     |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-04 16:45:00.73 |101      |#0bc1b5|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|138|SUSPEITOS                      |                             |95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-05 19:18:37.064|101      |#b14343|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|139|TERCEIRIZADOS                  |VERIFICAR O ACESSO AUTORIZADO|95            |"[993,994,995,996,997,1000]" |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-06 08:52:28.239|101      |#ff7b00|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":124,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}"|
|140|Sant'Anna                      |Autorizados.                 |75            |"[1007]"                     |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-16 08:46:14.781|8        |#0ce708|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
|141|San Francisco Gardens          |                             |80            |"[]"                         |true                       |"{\"events\":[],\"notify_enabled\":false}"                                                              |1     |2025-12-19 10:07:09.706|8        |#78ff0a|"{\"enabled\":false,\"entrance_streams\":[],\"exit_streams\":[]}"     |[NULL] |"{\"creator_id\":11,\"default_permissions\":{\"ViewFaceLists\":true,\"AddFaceListElement\":true,\"EditFaceListElement\":true,\"DeleteFaceListElement\":true},\"role_permissions\":{},\"user_permissions\":{}}" |
