|id                                  |face_id|list_id|created_at         |
|------------------------------------|-------|-------|-------------------|
|46d13caa-208a-4f77-92cb-0a4722990432|1      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|2      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|3      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|4      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|5      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|6      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|7      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|8      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|9      |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|10     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|11     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|12     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|13     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|14     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|15     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|16     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|17     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|18     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|19     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|20     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|21     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|22     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|23     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|24     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|25     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|26     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|27     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|28     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|29     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|30     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|31     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|32     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|33     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|34     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|35     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|36     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|37     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|38     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|39     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|40     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|41     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|42     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|43     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|44     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|45     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|46     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|47     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|48     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|49     |[NULL] |2025-12-17 00:00:00|
|46d13caa-208a-4f77-92cb-0a4722990432|50     |[NULL] |2025-12-17 00:00:00|
