|id |name|parent_id|plugin_name|client_id|
|592|COND. SPAZIO|0|gun_detection|8|
|593|COND. TENERIFE|0|gun_detection|8|
|594|COND. TERRA BRASILIS|0|gun_detection|8|
|595|COND. UPSIDE|0|gun_detection|8|
|596|COND. VILA ITU|0|gun_detection|8|
|597|COND. VILA MARIANA|0|gun_detection|8|
|598|COND. VILA VERDE|0|gun_detection|8|
|599|COND. VILLAGIO|0|gun_detection|8|
|600|HARAS|0|gun_detection|8|
|601|PAULO TEST|0|gun_detection|0|
|602|JACKPOT|0|gun_detection|8|
|603|Eduacandario|0|gun_detection|93|
|604|AUTOBAHN|0|gun_detection|6|
|605|CN LOG|0|gun_detection|6|
|606|1Project|0|gun_detection|0|
|607|MONUV|0|gun_detection|0|
|608|COND. LEAF|0|gun_detection|8|
|609|COND. COLLINE DE NICE|0|gun_detection|8|
|610|9000 - MARTEL SEGURANCA|0|gun_detection|96|
|611|2000 - casa das ferragens|0|gun_detection|96|
|612|8608 - GTTAM|0|gun_detection|97|
|613|1147 - UBS BOA VISTA|0|gun_detection|4|
|614|Stratum|0|gun_detection|98|
|615|CASA DO CONSTRUTOR|0|gun_detection|4|
|616|0076 - Proeng Hall|0|gun_detection|97|
|617|5050 - LOJA SOLUTION|0|gun_detection|100|
|618|0123 - AFFETTO PAPELARIA|0|gun_detection|97|
|619|0124 - VITORIA FUTEBOL CLUBE - GALERIA VITORIA|0|gun_detection|97|
|620|ESTOQUE VERTEX|0|gun_detection|8|
|621|ATCOM- SHOPPINGS|0|gun_detection|101|
|622|MARCELO|0|gun_detection|90|
|623|0085 - VITORIA FUTEBOL CLUBE|0|gun_detection|97|
|624|AGRALE GALPAO|0|gun_detection|6|
|625|SCARDUA|0|gun_detection|6|
|626|ASSALTOS|0|hardhat|1|
|627|SIMULACOES|0|hardhat|1|
|628|ULTRAFARMA SANTO AMARO|0|hardhat|4|
|629|IPMED|0|hardhat|6|
|630|ESPIRAL|0|hardhat|6|
|631|SERVIP|0|hardhat|6|
|632|LUVEP|0|hardhat|6|
|633|GM INDUSTRIAL|0|hardhat|6|
|634|KOMTEK|0|hardhat|0|
|635|SHOPP LARANJEIRAS|0|hardhat|6|
|636|APRESENTACAO|0|hardhat|0|
|637|6002 - SHOWROOM|0|hardhat|40|
|638|SHOPPING VITORIA TESTE|0|hardhat|40|
|639|GDL LOGISTICA|0|hardhat|40|
|640|CAPIXABA|0|hardhat|0|
|641|0992 - COPAG|0|hardhat|80|
|642|PHD Vila Velha|0|hardhat|6|
|643|PROJETO GDL|0|hardhat|0|
|644|ESCOLA SANTA TEREZINHA|0|hardhat|6|
|645|GRUPOSEI|0|hardhat|0|
|646|BANCO SICOOB|0|hardhat|84|
|647|EPI|0|hardhat|0|
|648|ALERTAS OCR|0|hardhat|1|
|649|RIVIERA|0|hardhat|6|
|650|POC GRUPO SEI|0|hardhat|84|
|651|ANTONIO. M. MACHADO|0|hardhat|8|
|652|SEGEAGLE|0|hardhat|0|
|653|GTTAN|0|hardhat|0|
|654|CASA BRANCA|0|hardhat|6|
|655|EUROVIDROS|0|hardhat|6|
|656|AGGREGATION|0|hardhat|0|
|657|HOMOLOGACOES|0|hardhat|0|
|658|PRAIA FORT|0|hardhat|0|
|659|COND. ROSENGARTEN|0|hardhat|8|
|660|COND. SUPREMO VILA YARA|0|hardhat|8|
|661|FINERAX|0|hardhat|8|
|662|COND. SOLAR SERRANO|0|hardhat|8|
|663|COND. CINTIA|0|hardhat|8|
|664|BASE OPERACAO|0|hardhat|8|
|665|COND. ANNUNCIATA|0|hardhat|8|
|666|COND. ART ECO VIDA|0|hardhat|8|
|667|COND. ATLANTA|0|hardhat|8|
|668|COND. VILA YARA|0|hardhat|8|
|669|COND. UPTOWN|0|hardhat|8|
|670|COND. SHALON|0|hardhat|8|
|671|COND. AUSTRIA|0|hardhat|8|
|672|COND. SCORPIUS|0|hardhat|8|
|673|COND. ROMA|0|hardhat|8|
|674|COND. PRISCILA|0|hardhat|8|
|675|COND. PORTAL SAO FRANCISCO|0|hardhat|8|
|676|COND. ORQUIDEAS|0|hardhat|8|
|677|COND. MORADA DO SOL|0|hardhat|8|
|678|COND. MATRIZ|0|hardhat|8|
|679|COND. MARAPASSU|0|hardhat|8|
|680|COND. IPANEMA|0|hardhat|8|
|681|COND. FLORENCA|0|hardhat|8|
|682|COND. ESPANHA|0|hardhat|8|
|683|COND. CAMILA|0|hardhat|8|
|684|COND. BORBA GATO|0|hardhat|8|
|685|COND. BEIJA FLOR|0|hardhat|8|
|686|COND. BANDEIRANTES|0|hardhat|8|
|687|COND. ANIMA|0|hardhat|8|
|688|COND. 28 DE MAIO|0|hardhat|8|
|689|COND. AMERICA|0|hardhat|8|
|690|COND. BONFIGLIOLI|0|hardhat|8|
|691|COND. BOULEVARD|0|hardhat|8|
|692|COND. CAMPO GRANDE|0|hardhat|8|
|693|COND. CANTA GALO|0|hardhat|8|
|694|COND. CASA FLORA|0|hardhat|8|
|695|COND. CASCAIS|0|hardhat|8|
|696|COND. COQUEIROS|0|hardhat|8|
|697|COND. DIVA|0|hardhat|8|
|698|COND. FLOR DE LIRIO|0|hardhat|8|
|699|COND. GARDENS|0|hardhat|8|
|700|COND. GIUSEPPE|0|hardhat|8|
|701|COND. GOLDEN GATE|0|hardhat|8|
|702|COND. GRAND CANAL|0|hardhat|8|
|703|COND. HORTENCIAS|0|hardhat|8|
|704|COND. LA VILLETE|0|hardhat|8|
|705|COND. LIFE STYLE|0|hardhat|8|
|706|COND. MAGGIORE|0|hardhat|8|
|707|COND. MARIE|0|hardhat|8|
|708|COND. MATIAZZO|0|hardhat|8|
|709|COND. OPTION HOME|0|hardhat|8|
|710|COND. PLANALTO BUTANTA|0|hardhat|8|
|711|COND. PLAZA MORUMBI|0|hardhat|8|
|712|COND. PURUS|0|hardhat|8|
|713|COND. QUINTA DE SILVEIRAS|0|hardhat|8|
|714|COND. ROLDAO|0|hardhat|8|
|715|COND. SANTA RITA|0|hardhat|8|
|716|COND. SANTANNA|0|hardhat|8|
|717|COND. SPAZIO|0|hardhat|8|
|718|COND. TENERIFE|0|hardhat|8|
|719|COND. TERRA BRASILIS|0|hardhat|8|
|720|COND. UPSIDE|0|hardhat|8|
|721|COND. VILA ITU|0|hardhat|8|
|722|COND. VILA MARIANA|0|hardhat|8|
|723|COND. VILA VERDE|0|hardhat|8|
|724|COND. VILLAGIO|0|hardhat|8|
|725|HARAS|0|hardhat|8|
|726|PAULO TEST|0|hardhat|0|
|727|JACKPOT|0|hardhat|8|
|728|Eduacandario|0|hardhat|93|
|729|AUTOBAHN|0|hardhat|6|
|730|CN LOG|0|hardhat|6|
|731|1Project|0|hardhat|0|
|732|MONUV|0|hardhat|0|
|733|COND. LEAF|0|hardhat|8|
|734|COND. COLLINE DE NICE|0|hardhat|8|
|735|9000 - MARTEL SEGURANCA|0|hardhat|96|
|736|2000 - casa das ferragens|0|hardhat|96|
|737|8608 - GTTAM|0|hardhat|97|
|738|1147 - UBS BOA VISTA|0|hardhat|4|
|739|Stratum|0|hardhat|98|
|740|CASA DO CONSTRUTOR|0|hardhat|4|
|741|0076 - Proeng Hall|0|hardhat|97|
|742|5050 - LOJA SOLUTION|0|hardhat|100|
|743|0123 - AFFETTO PAPELARIA|0|hardhat|97|
|744|0124 - VITORIA FUTEBOL CLUBE - GALERIA VITORIA|0|hardhat|97|
|745|ESTOQUE VERTEX|0|hardhat|8|
|746|ATCOM- SHOPPINGS|0|hardhat|101|
|747|MARCELO|0|hardhat|90|
|748|0085 - VITORIA FUTEBOL CLUBE|0|hardhat|97|
|749|AGRALE GALPAO|0|hardhat|6|
|750|SCARDUA|0|hardhat|6|
|751|ASSALTOS|0|heatmap|1|
|752|SIMULACOES|0|heatmap|1|
|753|ULTRAFARMA SANTO AMARO|0|heatmap|4|
|754|IPMED|0|heatmap|6|
|755|ESPIRAL|0|heatmap|6|
|756|SERVIP|0|heatmap|6|
|757|LUVEP|0|heatmap|6|
|758|GM INDUSTRIAL|0|heatmap|6|
|759|KOMTEK|0|heatmap|0|
|760|SHOPP LARANJEIRAS|0|heatmap|6|
|761|APRESENTACAO|0|heatmap|0|
|762|6002 - SHOWROOM|0|heatmap|40|
|763|SHOPPING VITORIA TESTE|0|heatmap|40|
|764|GDL LOGISTICA|0|heatmap|40|
|765|CAPIXABA|0|heatmap|0|
|766|0992 - COPAG|0|heatmap|80|
|767|PHD Vila Velha|0|heatmap|6|
|768|PROJETO GDL|0|heatmap|0|
|769|ESCOLA SANTA TEREZINHA|0|heatmap|6|
|770|GRUPOSEI|0|heatmap|0|
|771|BANCO SICOOB|0|heatmap|84|
|772|EPI|0|heatmap|0|
|773|ALERTAS OCR|0|heatmap|1|
|774|RIVIERA|0|heatmap|6|
|775|POC GRUPO SEI|0|heatmap|84|
|776|ANTONIO. M. MACHADO|0|heatmap|8|
|777|SEGEAGLE|0|heatmap|0|
|778|GTTAN|0|heatmap|0|
|779|CASA BRANCA|0|heatmap|6|
|780|EUROVIDROS|0|heatmap|6|
|781|AGGREGATION|0|heatmap|0|
|782|HOMOLOGACOES|0|heatmap|0|
|783|PRAIA FORT|0|heatmap|0|
|784|COND. ROSENGARTEN|0|heatmap|8|
|785|COND. SUPREMO VILA YARA|0|heatmap|8|
|786|FINERAX|0|heatmap|8|
|787|COND. SOLAR SERRANO|0|heatmap|8|
|788|COND. CINTIA|0|heatmap|8|
|789|BASE OPERACAO|0|heatmap|8|
|790|COND. ANNUNCIATA|0|heatmap|8|
|791|COND. ART ECO VIDA|0|heatmap|8|
|792|COND. ATLANTA|0|heatmap|8|
|793|COND. VILA YARA|0|heatmap|8|
|794|COND. UPTOWN|0|heatmap|8|
|795|COND. SHALON|0|heatmap|8|
|796|COND. AUSTRIA|0|heatmap|8|
|797|COND. SCORPIUS|0|heatmap|8|
|798|COND. ROMA|0|heatmap|8|
|799|COND. PRISCILA|0|heatmap|8|
|800|COND. PORTAL SAO FRANCISCO|0|heatmap|8|
|801|COND. ORQUIDEAS|0|heatmap|8|
|802|COND. MORADA DO SOL|0|heatmap|8|
|803|COND. MATRIZ|0|heatmap|8|
|804|COND. MARAPASSU|0|heatmap|8|
|805|COND. IPANEMA|0|heatmap|8|
|806|COND. FLORENCA|0|heatmap|8|
|807|COND. ESPANHA|0|heatmap|8|
|808|COND. CAMILA|0|heatmap|8|
|809|COND. BORBA GATO|0|heatmap|8|
|810|COND. BEIJA FLOR|0|heatmap|8|
|811|COND. BANDEIRANTES|0|heatmap|8|
|812|COND. ANIMA|0|heatmap|8|
|813|COND. 28 DE MAIO|0|heatmap|8|
|814|COND. AMERICA|0|heatmap|8|
|815|COND. BONFIGLIOLI|0|heatmap|8|
|816|COND. BOULEVARD|0|heatmap|8|
|817|COND. CAMPO GRANDE|0|heatmap|8|
|818|COND. CANTA GALO|0|heatmap|8|
|819|COND. CASA FLORA|0|heatmap|8|
|820|COND. CASCAIS|0|heatmap|8|
|821|COND. COQUEIROS|0|heatmap|8|
|822|COND. DIVA|0|heatmap|8|
|823|COND. FLOR DE LIRIO|0|heatmap|8|
|824|COND. GARDENS|0|heatmap|8|
|825|COND. GIUSEPPE|0|heatmap|8|
|826|COND. GOLDEN GATE|0|heatmap|8|
|827|COND. GRAND CANAL|0|heatmap|8|
|828|COND. HORTENCIAS|0|heatmap|8|
|829|COND. LA VILLETE|0|heatmap|8|
|830|COND. LIFE STYLE|0|heatmap|8|
|831|COND. MAGGIORE|0|heatmap|8|
|832|COND. MARIE|0|heatmap|8|
|833|COND. MATIAZZO|0|heatmap|8|
|834|COND. OPTION HOME|0|heatmap|8|
|835|COND. PLANALTO BUTANTA|0|heatmap|8|
|836|COND. PLAZA MORUMBI|0|heatmap|8|
|837|COND. PURUS|0|heatmap|8|
|838|COND. QUINTA DE SILVEIRAS|0|heatmap|8|
|839|COND. ROLDAO|0|heatmap|8|
|840|COND. SANTA RITA|0|heatmap|8|
|841|COND. SANTANNA|0|heatmap|8|
|842|COND. SPAZIO|0|heatmap|8|
|843|COND. TENERIFE|0|heatmap|8|
|844|COND. TERRA BRASILIS|0|heatmap|8|
|845|COND. UPSIDE|0|heatmap|8|
|846|COND. VILA ITU|0|heatmap|8|
|847|COND. VILA MARIANA|0|heatmap|8|
|848|COND. VILA VERDE|0|heatmap|8|
|849|COND. VILLAGIO|0|heatmap|8|
|850|HARAS|0|heatmap|8|
|851|PAULO TEST|0|heatmap|0|
|852|JACKPOT|0|heatmap|8|
|853|Eduacandario|0|heatmap|93|
|854|AUTOBAHN|0|heatmap|6|
|855|CN LOG|0|heatmap|6|
|856|1Project|0|heatmap|0|
|857|MONUV|0|heatmap|0|
|858|COND. LEAF|0|heatmap|8|
|859|COND. COLLINE DE NICE|0|heatmap|8|
|860|9000 - MARTEL SEGURANCA|0|heatmap|96|
|861|2000 - casa das ferragens|0|heatmap|96|
|862|8608 - GTTAM|0|heatmap|97|
|863|1147 - UBS BOA VISTA|0|heatmap|4|
|864|Stratum|0|heatmap|98|
|865|CASA DO CONSTRUTOR|0|heatmap|4|
|866|0076 - Proeng Hall|0|heatmap|97|
|867|5050 - LOJA SOLUTION|0|heatmap|100|
|868|0123 - AFFETTO PAPELARIA|0|heatmap|97|
|869|0124 - VITORIA FUTEBOL CLUBE - GALERIA VITORIA|0|heatmap|97|
|870|ESTOQUE VERTEX|0|heatmap|8|
|871|ATCOM- SHOPPINGS|0|heatmap|101|
|872|MARCELO|0|heatmap|90|
|873|0085 - VITORIA FUTEBOL CLUBE|0|heatmap|97|
|874|AGRALE GALPAO|0|heatmap|6|
|875|SCARDUA|0|heatmap|6|
|876|ASSALTOS|0|motion|1|
|877|SIMULACOES|0|motion|1|
|878|ULTRAFARMA SANTO AMARO|0|motion|4|
|879|IPMED|0|motion|6|
|880|ESPIRAL|0|motion|6|
|881|SERVIP|0|motion|6|
|882|LUVEP|0|motion|6|
|883|GM INDUSTRIAL|0|motion|6|
|884|KOMTEK|0|motion|0|
|885|SHOPP LARANJEIRAS|0|motion|6|
|886|APRESENTACAO|0|motion|0|
|887|6002 - SHOWROOM|0|motion|40|
|888|SHOPPING VITORIA TESTE|0|motion|40|
|889|GDL LOGISTICA|0|motion|40|
|890|CAPIXABA|0|motion|0|
|891|0992 - COPAG|0|motion|80|
|892|PHD Vila Velha|0|motion|6|
|893|PROJETO GDL|0|motion|0|
|894|ESCOLA SANTA TEREZINHA|0|motion|6|
|895|GRUPOSEI|0|motion|0|
|896|BANCO SICOOB|0|motion|84|
|897|EPI|0|motion|0|
|898|ALERTAS OCR|0|motion|1|
|899|RIVIERA|0|motion|6|
|900|POC GRUPO SEI|0|motion|84|
|901|ANTONIO. M. MACHADO|0|motion|8|
|902|SEGEAGLE|0|motion|0|
|903|GTTAN|0|motion|0|
|904|CASA BRANCA|0|motion|6|
|905|EUROVIDROS|0|motion|6|
|906|AGGREGATION|0|motion|0|
|907|HOMOLOGACOES|0|motion|0|
|908|PRAIA FORT|0|motion|0|
|909|COND. ROSENGARTEN|0|motion|8|
|910|COND. SUPREMO VILA YARA|0|motion|8|
|911|FINERAX|0|motion|8|
|912|COND. SOLAR SERRANO|0|motion|8|
|913|COND. CINTIA|0|motion|8|
|914|BASE OPERACAO|0|motion|8|
|915|COND. ANNUNCIATA|0|motion|8|
|916|COND. ART ECO VIDA|0|motion|8|
|917|COND. ATLANTA|0|motion|8|
|918|COND. VILA YARA|0|motion|8|
|919|COND. UPTOWN|0|motion|8|
|920|COND. SHALON|0|motion|8|
|921|COND. AUSTRIA|0|motion|8|
|922|COND. SCORPIUS|0|motion|8|
|923|COND. ROMA|0|motion|8|
|924|COND. PRISCILA|0|motion|8|
|925|COND. PORTAL SAO FRANCISCO|0|motion|8|
|926|COND. ORQUIDEAS|0|motion|8|
|927|COND. MORADA DO SOL|0|motion|8|
|928|COND. MATRIZ|0|motion|8|
|929|COND. MARAPASSU|0|motion|8|
|930|COND. IPANEMA|0|motion|8|
|931|COND. FLORENCA|0|motion|8|
|932|COND. ESPANHA|0|motion|8|
|933|COND. CAMILA|0|motion|8|
|934|COND. BORBA GATO|0|motion|8|
|935|COND. BEIJA FLOR|0|motion|8|
|936|COND. BANDEIRANTES|0|motion|8|
|937|COND. ANIMA|0|motion|8|
|938|COND. 28 DE MAIO|0|motion|8|
|939|COND. AMERICA|0|motion|8|
|940|COND. BONFIGLIOLI|0|motion|8|
|941|COND. BOULEVARD|0|motion|8|
|942|COND. CAMPO GRANDE|0|motion|8|
|943|COND. CANTA GALO|0|motion|8|
|944|COND. CASA FLORA|0|motion|8|
|945|COND. CASCAIS|0|motion|8|
|946|COND. COQUEIROS|0|motion|8|
|947|COND. DIVA|0|motion|8|
|948|COND. FLOR DE LIRIO|0|motion|8|
|949|COND. GARDENS|0|motion|8|
|950|COND. GIUSEPPE|0|motion|8|
|951|COND. GOLDEN GATE|0|motion|8|
|952|COND. GRAND CANAL|0|motion|8|
|953|COND. HORTENCIAS|0|motion|8|
|954|COND. LA VILLETE|0|motion|8|
|955|COND. LIFE STYLE|0|motion|8|
|956|COND. MAGGIORE|0|motion|8|
|957|COND. MARIE|0|motion|8|
|958|COND. MATIAZZO|0|motion|8|
|959|COND. OPTION HOME|0|motion|8|
|960|COND. PLANALTO BUTANTA|0|motion|8|
|961|COND. PLAZA MORUMBI|0|motion|8|
|962|COND. PURUS|0|motion|8|
|963|COND. QUINTA DE SILVEIRAS|0|motion|8|
|964|COND. ROLDAO|0|motion|8|
|965|COND. SANTA RITA|0|motion|8|
|966|COND. SANTANNA|0|motion|8|
|967|COND. SPAZIO|0|motion|8|
|968|COND. TENERIFE|0|motion|8|
|969|COND. TERRA BRASILIS|0|motion|8|
|970|COND. UPSIDE|0|motion|8|
|971|COND. VILA ITU|0|motion|8|
|972|COND. VILA MARIANA|0|motion|8|
|973|COND. VILA VERDE|0|motion|8|
|974|COND. VILLAGIO|0|motion|8|
|975|HARAS|0|motion|8|
|976|PAULO TEST|0|motion|0|
|977|JACKPOT|0|motion|8|
|978|Eduacandario|0|motion|93|
|979|AUTOBAHN|0|motion|6|
|980|CN LOG|0|motion|6|
|981|1Project|0|motion|0|
|982|MONUV|0|motion|0|
|983|COND. LEAF|0|motion|8|
|984|COND. COLLINE DE NICE|0|motion|8|
|985|9000 - MARTEL SEGURANCA|0|motion|96|
|986|2000 - casa das ferragens|0|motion|96|
|987|8608 - GTTAM|0|motion|97|
|988|1147 - UBS BOA VISTA|0|motion|4|
|989|Stratum|0|motion|98|
|990|CASA DO CONSTRUTOR|0|motion|4|
|991|0076 - Proeng Hall|0|motion|97|
|992|5050 - LOJA SOLUTION|0|motion|100|
|993|0123 - AFFETTO PAPELARIA|0|motion|97|
|994|0124 - VITORIA FUTEBOL CLUBE - GALERIA VITORIA|0|motion|97|
|995|ESTOQUE VERTEX|0|motion|8|
|996|ATCOM- SHOPPINGS|0|motion|101|
|997|MARCELO|0|motion|90|
|998|0085 - VITORIA FUTEBOL CLUBE|0|motion|97|
|999|AGRALE GALPAO|0|motion|6|
|1000|SCARDUA|0|motion|6|
|1001|ASSALTOS|0|object_in_zone|1|
|1002|SIMULACOES|0|object_in_zone|1|
|1003|ULTRAFARMA SANTO AMARO|0|object_in_zone|4|
|1004|IPMED|0|object_in_zone|6|
|1005|ESPIRAL|0|object_in_zone|6|
|1006|SERVIP|0|object_in_zone|6|
|1007|LUVEP|0|object_in_zone|6|
|1008|GM INDUSTRIAL|0|object_in_zone|6|
|1009|KOMTEK|0|object_in_zone|0|
|1010|SHOPP LARANJEIRAS|0|object_in_zone|6|
|1011|APRESENTACAO|0|object_in_zone|0|
|1012|6002 - SHOWROOM|0|object_in_zone|40|
|1013|SHOPPING VITORIA TESTE|0|object_in_zone|40|
|1014|GDL LOGISTICA|0|object_in_zone|40|
|1015|CAPIXABA|0|object_in_zone|0|
|1016|0992 - COPAG|0|object_in_zone|80|
|1017|PHD Vila Velha|0|object_in_zone|6|
|1018|PROJETO GDL|0|object_in_zone|0|
|1019|ESCOLA SANTA TEREZINHA|0|object_in_zone|6|
|1020|GRUPOSEI|0|object_in_zone|0|
|1021|BANCO SICOOB|0|object_in_zone|84|
|1022|EPI|0|object_in_zone|0|
|1023|ALERTAS OCR|0|object_in_zone|1|
|1024|RIVIERA|0|object_in_zone|6|
|1025|POC GRUPO SEI|0|object_in_zone|84|
|1026|ANTONIO. M. MACHADO|0|object_in_zone|8|
|1027|SEGEAGLE|0|object_in_zone|0|
|1028|GTTAN|0|object_in_zone|0|
|1029|CASA BRANCA|0|object_in_zone|6|
|1030|EUROVIDROS|0|object_in_zone|6|
|1031|AGGREGATION|0|object_in_zone|0|
|1032|HOMOLOGACOES|0|object_in_zone|0|
|1033|PRAIA FORT|0|object_in_zone|0|
|1034|COND. ROSENGARTEN|0|object_in_zone|8|
|1035|COND. SUPREMO VILA YARA|0|object_in_zone|8|
|1036|FINERAX|0|object_in_zone|8|
|1037|COND. SOLAR SERRANO|0|object_in_zone|8|
|1038|COND. CINTIA|0|object_in_zone|8|
|1039|BASE OPERACAO|0|object_in_zone|8|
|1040|COND. ANNUNCIATA|0|object_in_zone|8|
|1041|COND. ART ECO VIDA|0|object_in_zone|8|
|1042|COND. ATLANTA|0|object_in_zone|8|
|1043|COND. VILA YARA|0|object_in_zone|8|
|1044|COND. UPTOWN|0|object_in_zone|8|
|1045|COND. SHALON|0|object_in_zone|8|
|1046|COND. AUSTRIA|0|object_in_zone|8|
|1047|COND. SCORPIUS|0|object_in_zone|8|
|1048|COND. ROMA|0|object_in_zone|8|
|1049|COND. PRISCILA|0|object_in_zone|8|
|1050|COND. PORTAL SAO FRANCISCO|0|object_in_zone|8|
|1051|COND. ORQUIDEAS|0|object_in_zone|8|
|1052|COND. MORADA DO SOL|0|object_in_zone|8|
|1053|COND. MATRIZ|0|object_in_zone|8|
|1054|COND. MARAPASSU|0|object_in_zone|8|
|1055|COND. IPANEMA|0|object_in_zone|8|
|1056|COND. FLORENCA|0|object_in_zone|8|
|1057|COND. ESPANHA|0|object_in_zone|8|
|1058|COND. CAMILA|0|object_in_zone|8|
|1059|COND. BORBA GATO|0|object_in_zone|8|
|1060|COND. BEIJA FLOR|0|object_in_zone|8|
|1061|COND. BANDEIRANTES|0|object_in_zone|8|
|1062|COND. ANIMA|0|object_in_zone|8|
|1063|COND. 28 DE MAIO|0|object_in_zone|8|
|1064|COND. AMERICA|0|object_in_zone|8|
|1065|COND. BONFIGLIOLI|0|object_in_zone|8|
|1066|COND. BOULEVARD|0|object_in_zone|8|
|1067|COND. CAMPO GRANDE|0|object_in_zone|8|
|1068|COND. CANTA GALO|0|object_in_zone|8|
|1069|COND. CASA FLORA|0|object_in_zone|8|
|1070|COND. CASCAIS|0|object_in_zone|8|
|1071|COND. COQUEIROS|0|object_in_zone|8|
|1072|COND. DIVA|0|object_in_zone|8|
|1073|COND. FLOR DE LIRIO|0|object_in_zone|8|
|1074|COND. GARDENS|0|object_in_zone|8|
|1075|COND. GIUSEPPE|0|object_in_zone|8|
|1076|COND. GOLDEN GATE|0|object_in_zone|8|
|1077|COND. GRAND CANAL|0|object_in_zone|8|
|1078|COND. HORTENCIAS|0|object_in_zone|8|
|1079|COND. LA VILLETE|0|object_in_zone|8|
|1080|COND. LIFE STYLE|0|object_in_zone|8|
|1081|COND. MAGGIORE|0|object_in_zone|8|
|1082|COND. MARIE|0|object_in_zone|8|
|1083|COND. MATIAZZO|0|object_in_zone|8|
|1084|COND. OPTION HOME|0|object_in_zone|8|
|1085|COND. PLANALTO BUTANTA|0|object_in_zone|8|
|1086|COND. PLAZA MORUMBI|0|object_in_zone|8|
|1087|COND. PURUS|0|object_in_zone|8|
|1088|COND. QUINTA DE SILVEIRAS|0|object_in_zone|8|
|1089|COND. ROLDAO|0|object_in_zone|8|
|1090|COND. SANTA RITA|0|object_in_zone|8|
|1091|COND. SANTANNA|0|object_in_zone|8|
|1092|COND. SPAZIO|0|object_in_zone|8|
|1093|COND. TENERIFE|0|object_in_zone|8|
|1094|COND. TERRA BRASILIS|0|object_in_zone|8|
|1095|COND. UPSIDE|0|object_in_zone|8|
|1096|COND. VILA ITU|0|object_in_zone|8|
|1097|COND. VILA MARIANA|0|object_in_zone|8|
|1098|COND. VILA VERDE|0|object_in_zone|8|
|1099|COND. VILLAGIO|0|object_in_zone|8|
|1100|HARAS|0|object_in_zone|8|
|1101|PAULO TEST|0|object_in_zone|0|
|1102|JACKPOT|0|object_in_zone|8|
|1103|Eduacandario|0|object_in_zone|93|
|1104|AUTOBAHN|0|object_in_zone|6|
|1105|CN LOG|0|object_in_zone|6|
|1106|1Project|0|object_in_zone|0|
|1107|MONUV|0|object_in_zone|0|
|1108|COND. LEAF|0|object_in_zone|8|
|1109|COND. COLLINE DE NICE|0|object_in_zone|8|
|1110|9000 - MARTEL SEGURANCA|0|object_in_zone|96|
|1111|2000 - casa das ferragens|0|object_in_zone|96|
|1112|8608 - GTTAM|0|object_in_zone|97|
|1113|1147 - UBS BOA VISTA|0|object_in_zone|4|
|1114|Stratum|0|object_in_zone|98|
|1115|CASA DO CONSTRUTOR|0|object_in_zone|4|
|1116|0076 - Proeng Hall|0|object_in_zone|97|
|1117|5050 - LOJA SOLUTION|0|object_in_zone|100|
|1118|0123 - AFFETTO PAPELARIA|0|object_in_zone|97|
|1119|0124 - VITORIA FUTEBOL CLUBE - GALERIA VITORIA|0|object_in_zone|97|
|1120|ESTOQUE VERTEX|0|object_in_zone|8|
|1121|ATCOM- SHOPPINGS|0|object_in_zone|101|
|1122|MARCELO|0|object_in_zone|90|
|1123|0085 - VITORIA FUTEBOL CLUBE|0|object_in_zone|97|
|1124|AGRALE GALPAO|0|object_in_zone|6|
|1125|SCARDUA|0|object_in_zone|6|
|1126|ASSALTOS|0|parking|1|
|1127|SIMULACOES|0|parking|1|
|1128|ULTRAFARMA SANTO AMARO|0|parking|4|
|1129|IPMED|0|parking|6|
|1130|ESPIRAL|0|parking|6|
|1131|SERVIP|0|parking|6|
|1132|LUVEP|0|parking|6|
|1133|GM INDUSTRIAL|0|parking|6|
|1134|KOMTEK|0|parking|0|
|1135|SHOPP LARANJEIRAS|0|parking|6|
|1136|APRESENTACAO|0|parking|0|
|1137|6002 - SHOWROOM|0|parking|40|
|1138|SHOPPING VITORIA TESTE|0|parking|40|
|1139|GDL LOGISTICA|0|parking|40|
|1140|CAPIXABA|0|parking|0|
|1141|0992 - COPAG|0|parking|80|
|1142|PHD Vila Velha|0|parking|6|
|1143|PROJETO GDL|0|parking|0|
|1144|ESCOLA SANTA TEREZINHA|0|parking|6|
|1145|GRUPOSEI|0|parking|0|
|1146|BANCO SICOOB|0|parking|84|
|1147|EPI|0|parking|0|
|1148|ALERTAS OCR|0|parking|1|
|1149|RIVIERA|0|parking|6|
|1150|POC GRUPO SEI|0|parking|84|
|1151|ANTONIO. M. MACHADO|0|parking|8|
|1152|SEGEAGLE|0|parking|0|
|1153|GTTAN|0|parking|0|
|1154|CASA BRANCA|0|parking|6|
|1155|EUROVIDROS|0|parking|6|
|1156|AGGREGATION|0|parking|0|
|1157|HOMOLOGACOES|0|parking|0|
|1158|PRAIA FORT|0|parking|0|
|1159|COND. ROSENGARTEN|0|parking|8|
|1160|COND. SUPREMO VILA YARA|0|parking|8|
|1161|FINERAX|0|parking|8|
|1162|COND. SOLAR SERRANO|0|parking|8|
|1163|COND. CINTIA|0|parking|8|
|1164|BASE OPERACAO|0|parking|8|
|1165|COND. ANNUNCIATA|0|parking|8|
|1166|COND. ART ECO VIDA|0|parking|8|
|1167|COND. ATLANTA|0|parking|8|
|1168|COND. VILA YARA|0|parking|8|
|1169|COND. UPTOWN|0|parking|8|
|1170|COND. SHALON|0|parking|8|
