|id   |analytics_id|status|accepted_by|frame_image                                               |thumbnail_image                                                     |zone                                                                                                                                                                                                                                                  |dwell_time|trigger|notification_type|action_type|resolution                |created_at             |client_id|latitude|longitude|
|1,577|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069338945.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069338945_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|51        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:48:58.946|0        |0       |0        |
|1,578|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069342945.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069342945_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|24        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:49:02.946|0        |0       |0        |
|1,579|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069373950.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069373950_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|20        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:49:33.95 |0        |0       |0        |
|1,580|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069382951.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069382951_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|19        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:49:42.952|0        |0       |0        |
|1,581|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069393952.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069393952_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|3         |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:49:53.953|0        |0       |0        |
|1,582|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069450960.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069450960_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|37        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:50:50.961|0        |0       |0        |
|1,583|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069451960.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069451960_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|161       |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:50:51.961|0        |0       |0        |
|1,584|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069810715.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069810715_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|2         |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:56:50.716|0        |0       |0        |
|1,585|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069843719.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069843719_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|19        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:57:23.72 |0        |0       |0        |
|1,586|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069879724.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069879724_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|54        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:57:59.725|0        |0       |0        |
|1,587|8           |0     |1          |analytics/object_alerts/8/2025/12/18/14/_1766069881724.jpg|analytics/object_alerts/8/2025/12/18/14/_1766069881724_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|32        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 14:58:01.725|0        |0       |0        |
|1,588|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070069608.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070069608_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|28        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:01:09.608|0        |0       |0        |
|1,589|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070075609.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070075609_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|12        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:01:15.609|0        |0       |0        |
|1,590|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070130616.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070130616_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|3         |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:02:10.616|0        |0       |0        |
|1,591|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070130617.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070130617_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|3         |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:02:10.617|0        |0       |0        |
|1,592|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070142617.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070142617_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|63        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:02:22.618|0        |0       |0        |
|1,593|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070199625.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070199625_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|53        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:03:19.625|0        |0       |0        |
|1,594|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070219627.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070219627_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|39        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:03:39.628|0        |0       |0        |
|1,596|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070547667.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070547667_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|95        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:09:07.668|0        |0       |0        |
|1,597|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070649680.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070649680_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|59        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:10:49.681|0        |0       |0        |
|1,598|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070775539.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070775539_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|18        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:12:55.54 |0        |0       |0        |
|1,599|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070846267.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070846267_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|36        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:14:06.268|0        |0       |0        |
|1,600|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070945024.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070945024_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|32        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:15:45.024|0        |0       |0        |
|1,601|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070950024.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070950024_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|47        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:15:50.025|0        |0       |0        |
|1,602|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070952025.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070952025_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|37        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:15:52.025|0        |0       |0        |
|1,603|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766070986029.jpg|analytics/object_alerts/8/2025/12/18/15/_1766070986029_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|31        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:16:26.03 |0        |0       |0        |
|1,604|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766071027034.jpg|analytics/object_alerts/8/2025/12/18/15/_1766071027034_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|57        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:17:07.035|0        |0       |0        |
|1,605|8           |0     |1          |analytics/object_alerts/8/2025/12/18/15/_1766071031035.jpg|analytics/object_alerts/8/2025/12/18/15/_1766071031035_thumbnail.jpg|{"id":"d1492ea228be","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|65        |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 15:17:11.036|0        |0       |0        |
|1,392|8           |0     |1          |analytics/object_alerts/8/2025/12/18/11/_1766057889031.jpg|analytics/object_alerts/8/2025/12/18/11/_1766057889031_thumbnail.jpg|{"id":"31a1c03a05d9","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|7         |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 11:38:09.032|0        |0       |0        |
|1,393|8           |0     |1          |analytics/object_alerts/8/2025/12/18/11/_1766057889033.jpg|analytics/object_alerts/8/2025/12/18/11/_1766057889033_thumbnail.jpg|{"id":"31a1c03a05d9","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|6         |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 11:38:09.033|0        |0       |0        |
|1,406|8           |0     |1          |analytics/object_alerts/8/2025/12/18/11/_1766058059787.jpg|analytics/object_alerts/8/2025/12/18/11/_1766058059787_thumbnail.jpg|{"id":"31a1c03a05d9","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|1         |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 11:40:59.788|0        |0       |0        |
|1,407|8           |0     |1          |analytics/object_alerts/8/2025/12/18/11/_1766058072794.jpg|analytics/object_alerts/8/2025/12/18/11/_1766058072794_thumbnail.jpg|{"id":"31a1c03a05d9","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|1         |6      |alert            |[NULL]     |{"height":480,"width":704}|2025-12-18 11:41:12.795|0        |0       |0        |
|1,408|8           |0     |1          |analytics/object_alerts/8/2025/12/18/11/_1766058085610.jpg|analytics/object_alerts/8/2025/12/18/11/_1766058085610_thumbnail.jpg|{"id":"31a1c03a05d9","name":"Rule 1","points":[{"x":0.007102272938936949,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.01250000111758709},{"x":0.9914773106575012,"y":0.9854167103767395},{"x":0.007102272938936949,"y":0.9854167103767395}]}|1         |6      |alert            |[NULL]     |{"height":480,"width":704}  |2025-12-18 11:41:25.611|0        |0       |0        |
|1    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766014279009.jpg|analytics/object_alerts/8/2025/12/17/23/_1766014279009_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:31:19.026|0        |0       |0        |
|2    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766014280044.jpg|analytics/object_alerts/8/2025/12/17/23/_1766014280044_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:31:20.048|0        |0       |0        |
|3    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766014281044.jpg|analytics/object_alerts/8/2025/12/17/23/_1766014281044_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:31:21.049|0        |0       |0        |
|4    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766014499889.jpg|analytics/object_alerts/8/2025/12/17/23/_1766014499889_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:34:59.893|0        |0       |0        |
|5    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766014502092.jpg|analytics/object_alerts/8/2025/12/17/23/_1766014502092_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:35:02.096|0        |0       |0        |
|6    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766014504092.jpg|analytics/object_alerts/8/2025/12/17/23/_1766014504092_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |3         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:35:04.097|0        |0       |0        |
|7    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766014506092.jpg|analytics/object_alerts/8/2025/12/17/23/_1766014506092_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |2         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:35:06.096|0        |0       |0        |
|8    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015071236.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015071236_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:44:31.24 |0        |0       |0        |
|9    |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015156124.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015156124_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:45:56.127|0        |0       |0        |
|10   |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015161124.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015161124_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:46:01.129|0        |0       |0        |
|11   |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015167125.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015167125_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |2         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:46:07.129|0        |0       |0        |
|12   |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015261860.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015261860_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:47:41.864|0        |0       |0        |
|13   |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015568381.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015568381_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:52:48.385|0        |0       |0        |
|14   |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015635568.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015635568_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:53:55.572|0        |0       |0        |
|15   |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015635718.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015635718_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:53:55.722|0        |0       |0        |
|16   |8           |0     |1          |analytics/object_alerts/8/2025/12/17/23/_1766015636719.jpg|analytics/object_alerts/8/2025/12/17/23/_1766015636719_thumbnail.jpg|{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-17 23:53:56.723|0        |0       |0        |
|17   |8           |0     |1          |analytics/object_alerts/8/2025/12/18/0/_1766016447515.jpg |analytics/object_alerts/8/2025/12/18/0/_1766016447515_thumbnail.jpg |{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-18 00:07:27.519|0        |0       |0        |
|18   |8           |0     |1          |analytics/object_alerts/8/2025/12/18/0/_1766016912422.jpg |analytics/object_alerts/8/2025/12/18/0/_1766016912422_thumbnail.jpg |{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-18 00:15:12.426|0        |0       |0        |
|19   |8           |0     |1          |analytics/object_alerts/8/2025/12/18/0/_1766016977354.jpg |analytics/object_alerts/8/2025/12/18/0/_1766016977354_thumbnail.jpg |{"id":"5b18ee0a5923","name":"Rule 1","points":[{"x":0.0074404762126505375,"y":0.01315789483487606},{"x":0.9921875,"y":0.01315789483487606},{"x":0.9921875,"y":0.9855263829231262},{"x":0.0074404762126505375,"y":0.9855263829231262}]}                |1         |6      |alert            |[NULL]     |{"height":1520,"width":2688}|2025-12-18 00:16:17.358|0        |0       |0        |
