|id |list_id|list_item_id|confidence|box                                                                            |face_image                                                                                    |frame_image                                                                           |analytics_id|age   |gender|race  |spoofed|mask  |created_at             |client_id|latitude|longitude|uuid                                |
|10 |1      |0           |0         |[0.9267113208770752,0.20657894015312195,0.9468005895614624,0.24210526049137115]|analytics/faces/7/2025/12/17/22/c062ece0-423b-4e08-90bf-61aedf1f9e16_1766010614152_cropped.jpg|analytics/faces/7/2025/12/17/22/c062ece0-423b-4e08-90bf-61aedf1f9e16_1766010614152.jpg|7           |22-30 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:14.156|0        |0       |0        |c062ece0-423b-4e08-90bf-61aedf1f9e16|
|11 |1      |0           |0         |[0.9438244104385376,0.30657893419265747,0.9639136791229248,0.33618420362472534]|analytics/faces/7/2025/12/17/22/28ab8abb-af23-42b7-a155-4245699d1479_1766010615699_cropped.jpg|analytics/faces/7/2025/12/17/22/28ab8abb-af23-42b7-a155-4245699d1479_1766010615699.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:15.703|0        |0       |0        |28ab8abb-af23-42b7-a155-4245699d1479|
|12 |1      |0           |0         |[0.9125744104385376,0.8578947186470032,0.953125,0.9375]                        |analytics/faces/7/2025/12/17/22/31fc4b8a-69da-43f5-a399-ec10eda1005a_1766010622249_cropped.jpg|analytics/faces/7/2025/12/17/22/31fc4b8a-69da-43f5-a399-ec10eda1005a_1766010622249.jpg|7           |6-12  |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:22.254|0        |0       |0        |31fc4b8a-69da-43f5-a399-ec10eda1005a|
|13 |1      |0           |0         |[0.9375,0.1940789520740509,0.9594494104385376,0.22828947007656097]             |analytics/faces/7/2025/12/17/22/841e138a-2cf0-4724-bdb5-9d032c58eec1_1766010624242_cropped.jpg|analytics/faces/7/2025/12/17/22/841e138a-2cf0-4724-bdb5-9d032c58eec1_1766010624242.jpg|7           |22-30 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:24.246|0        |0       |0        |841e138a-2cf0-4724-bdb5-9d032c58eec1|
|14 |1      |0           |0         |[0.8389136791229248,0.31578946113586426,0.8642113208770752,0.35328948497772217]|analytics/faces/7/2025/12/17/22/8ab7e799-5425-41e3-b980-57ff95788e7b_1766010626922_cropped.jpg|analytics/faces/7/2025/12/17/22/8ab7e799-5425-41e3-b980-57ff95788e7b_1766010626922.jpg|7           |13-16 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:26.927|0        |0       |0        |8ab7e799-5425-41e3-b980-57ff95788e7b|
|15 |1      |0           |0         |[0.8061755895614624,0.16578947007656097,0.8311011791229248,0.20789474248886108]|analytics/faces/7/2025/12/17/22/1c427289-7891-4d4e-93d9-6c5cbcac03d7_1766010628039_cropped.jpg|analytics/faces/7/2025/12/17/22/1c427289-7891-4d4e-93d9-6c5cbcac03d7_1766010628039.jpg|7           |22-30 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:28.043|0        |0       |0        |1c427289-7891-4d4e-93d9-6c5cbcac03d7|
|16 |1      |0           |0         |[0.9609375,0.2407894730567932,0.9828869104385376,0.27828946709632874]          |analytics/faces/7/2025/12/17/22/406e9c8d-6817-4b63-8919-a21e0249f419_1766010628830_cropped.jpg|analytics/faces/7/2025/12/17/22/406e9c8d-6817-4b63-8919-a21e0249f419_1766010628830.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:28.833|0        |0       |0        |406e9c8d-6817-4b63-8919-a21e0249f419|
|17 |1      |0           |0         |[0.8735119104385376,0.31118419766426086,0.8999255895614624,0.3657894730567932] |analytics/faces/7/2025/12/17/22/3dd6f6e4-f461-4bc8-9576-242cd2aded2d_1766010630652_cropped.jpg|analytics/faces/7/2025/12/17/22/3dd6f6e4-f461-4bc8-9576-242cd2aded2d_1766010630652.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:30.656|0        |0       |0        |3dd6f6e4-f461-4bc8-9576-242cd2aded2d|
|18 |1      |0           |0         |[0.7734375,0.5513157844543457,0.8110119104385376,0.6138157844543457]           |analytics/faces/7/2025/12/17/22/85712673-0bef-4e1e-804b-8cd93293fba1_1766010634570_cropped.jpg|analytics/faces/7/2025/12/17/22/85712673-0bef-4e1e-804b-8cd93293fba1_1766010634570.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:34.575|0        |0       |0        |85712673-0bef-4e1e-804b-8cd93293fba1|
|19 |1      |0           |0         |[0.079613097012043,0.2388157844543457,0.103050597012043,0.2815789580345154]    |analytics/faces/7/2025/12/17/22/e5496548-ea31-4c55-937f-1cbc3e7645c2_1766010648131_cropped.jpg|analytics/faces/7/2025/12/17/22/e5496548-ea31-4c55-937f-1cbc3e7645c2_1766010648131.jpg|7           |22-30 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:30:48.135|0        |0       |0        |e5496548-ea31-4c55-937f-1cbc3e7645c2|
|20 |1      |0           |0         |[0.0204613097012043,0.6467105150222778,0.071800597012043,0.7263157963752747]   |analytics/faces/7/2025/12/17/22/dde880eb-e10a-4813-b3bd-6d75bc08619b_1766010700701_cropped.jpg|analytics/faces/7/2025/12/17/22/dde880eb-e10a-4813-b3bd-6d75bc08619b_1766010700701.jpg|7           |22-30 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:31:40.705|0        |0       |0        |dde880eb-e10a-4813-b3bd-6d75bc08619b|
|21 |1      |0           |0         |[0.1640625,0.25131580233573914,0.1889880895614624,0.29539474844932556]         |analytics/faces/7/2025/12/17/22/2d635070-8d1a-494d-8401-37cf8c88e69c_1766010813599_cropped.jpg|analytics/faces/7/2025/12/17/22/2d635070-8d1a-494d-8401-37cf8c88e69c_1766010813599.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:33:33.604|0        |0       |0        |2d635070-8d1a-494d-8401-37cf8c88e69c|
|22 |1      |0           |0         |[0.00632440485060215,0.817105233669281,0.0625,0.9315789341926575]              |analytics/faces/7/2025/12/17/22/cd337c42-beb2-4422-b650-6332cfe8804f_1766010820687_cropped.jpg|analytics/faces/7/2025/12/17/22/cd337c42-beb2-4422-b650-6332cfe8804f_1766010820687.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:33:40.692|0        |0       |0        |cd337c42-beb2-4422-b650-6332cfe8804f|
|23 |1      |0           |0         |[0.110863097012043,0.24868421256542206,0.1391369104385376,0.3013157844543457]  |analytics/faces/7/2025/12/17/22/c90c0884-8cd9-4dcd-a974-a2036c39788b_1766010888325_cropped.jpg|analytics/faces/7/2025/12/17/22/c90c0884-8cd9-4dcd-a974-a2036c39788b_1766010888325.jpg|7           |22-30 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:34:48.329|0        |0       |0        |c90c0884-8cd9-4dcd-a974-a2036c39788b|
|24 |1      |0           |0         |[0.145461305975914,0.33157894015312195,0.176711305975914,0.38289472460746765]  |analytics/faces/7/2025/12/17/22/712afde1-8487-419a-9cf6-7efdd623d6a0_1766010889825_cropped.jpg|analytics/faces/7/2025/12/17/22/712afde1-8487-419a-9cf6-7efdd623d6a0_1766010889825.jpg|7           |22-30 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:34:49.829|0        |0       |0        |712afde1-8487-419a-9cf6-7efdd623d6a0|
|25 |1      |0           |0         |[0.1811755895614624,0.3638157844543457,0.200148805975914,0.39671051502227783]  |analytics/faces/7/2025/12/17/22/c72f4a33-1af9-46e6-bd22-477ef2d0c014_1766010922778_cropped.jpg|analytics/faces/7/2025/12/17/22/c72f4a33-1af9-46e6-bd22-477ef2d0c014_1766010922778.jpg|7           |1-5   |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:22.782|0        |0       |0        |c72f4a33-1af9-46e6-bd22-477ef2d0c014|
|26 |1      |0           |0         |[0.2328869104385376,0.22368420660495758,0.2593005895614624,0.2638157904148102] |analytics/faces/7/2025/12/17/22/f395e762-e82a-4a2e-aae8-084baa838dbf_1766010923670_cropped.jpg|analytics/faces/7/2025/12/17/22/f395e762-e82a-4a2e-aae8-084baa838dbf_1766010923670.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:23.674|0        |0       |0        |f395e762-e82a-4a2e-aae8-084baa838dbf|
|27 |1      |0           |0         |[0.151413694024086,0.4578947424888611,0.171875,0.4953947365283966]             |analytics/faces/7/2025/12/17/22/db29679c-fa9f-41ab-8faa-20aa69b33742_1766010924073_cropped.jpg|analytics/faces/7/2025/12/17/22/db29679c-fa9f-41ab-8faa-20aa69b33742_1766010924073.jpg|7           |1-5   |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:24.077|0        |0       |0        |db29679c-fa9f-41ab-8faa-20aa69b33742|
|28 |1      |0           |0         |[0.1733630895614624,0.21381579339504242,0.1953125,0.25328946113586426]         |analytics/faces/7/2025/12/17/22/bb6b5de9-f4bf-4194-a31d-aa66e3f25525_1766010924373_cropped.jpg|analytics/faces/7/2025/12/17/22/bb6b5de9-f4bf-4194-a31d-aa66e3f25525_1766010924373.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:24.377|0        |0       |0        |bb6b5de9-f4bf-4194-a31d-aa66e3f25525|
|32 |1      |0           |0         |[0.032738097012043,0.4690789580345154,0.065476194024086,0.5361841917037964]    |analytics/faces/7/2025/12/17/22/843a1fc0-d498-4e65-bc14-c5ae64cf836e_1766010927666_cropped.jpg|analytics/faces/7/2025/12/17/22/843a1fc0-d498-4e65-bc14-c5ae64cf836e_1766010927666.jpg|7           |22-30 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:27.67 |0        |0       |0        |843a1fc0-d498-4e65-bc14-c5ae64cf836e|
|33 |1      |0           |0         |[0.2109375,0.2342105209827423,0.2328869104385376,0.26710525155067444]          |analytics/faces/7/2025/12/17/22/8f397482-48b2-4ab5-b343-e54d3eac0ba2_1766010932364_cropped.jpg|analytics/faces/7/2025/12/17/22/8f397482-48b2-4ab5-b343-e54d3eac0ba2_1766010932364.jpg|7           |81-100|1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:32.368|0        |0       |0        |8f397482-48b2-4ab5-b343-e54d3eac0ba2|
|39 |1      |0           |0         |[0.21875,0.3032894730567932,0.2485119104385376,0.3546052575111389]             |analytics/faces/7/2025/12/17/22/cfe7abaf-162a-4934-8d9a-0b59aaa38041_1766010971074_cropped.jpg|analytics/faces/7/2025/12/17/22/cfe7abaf-162a-4934-8d9a-0b59aaa38041_1766010971074.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:11.078|0        |0       |0        |cfe7abaf-162a-4934-8d9a-0b59aaa38041|
|45 |1      |0           |0         |[0.8779761791229248,0.26710525155067444,0.9032738208770752,0.31118419766426086]|analytics/faces/7/2025/12/17/22/54cb6881-d10e-47c5-8a45-5a9fd891e031_1766011005295_cropped.jpg|analytics/faces/7/2025/12/17/22/54cb6881-d10e-47c5-8a45-5a9fd891e031_1766011005295.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:45.299|0        |0       |0        |54cb6881-d10e-47c5-8a45-5a9fd891e031|
|46 |1      |0           |0         |[0.8563988208770752,0.32499998807907104,0.8843005895614624,0.36907893419265747]|analytics/faces/7/2025/12/17/22/381db764-1c50-4207-9eda-bc61a7ab8c35_1766011006198_cropped.jpg|analytics/faces/7/2025/12/17/22/381db764-1c50-4207-9eda-bc61a7ab8c35_1766011006198.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:46.202|0        |0       |0        |381db764-1c50-4207-9eda-bc61a7ab8c35|
|47 |1      |0           |0         |[0.7983630895614624,0.19539473950862885,0.8203125,0.23157894611358643]         |analytics/faces/7/2025/12/17/22/edf7d9d4-d32e-4003-9252-fd764ffb18c9_1766011009993_cropped.jpg|analytics/faces/7/2025/12/17/22/edf7d9d4-d32e-4003-9252-fd764ffb18c9_1766011009993.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:49.997|0        |0       |0        |edf7d9d4-d32e-4003-9252-fd764ffb18c9|
|48 |1      |0           |0         |[0.9423363208770752,0.6282894611358643,0.9970238208770752,0.7171052694320679]  |analytics/faces/7/2025/12/17/22/e34b2513-3997-4c09-a8ab-1dc6cc3343e8_1766011010521_cropped.jpg|analytics/faces/7/2025/12/17/22/e34b2513-3997-4c09-a8ab-1dc6cc3343e8_1766011010521.jpg|7           |31-35 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:50.525|0        |0       |0        |e34b2513-3997-4c09-a8ab-1dc6cc3343e8|
|49 |1      |0           |0         |[0.7797619104385376,0.2592105269432068,0.8046875,0.3013157844543457]           |analytics/faces/7/2025/12/17/22/fd264a94-4591-4c13-aacc-ddc769e10ef3_1766011011024_cropped.jpg|analytics/faces/7/2025/12/17/22/fd264a94-4591-4c13-aacc-ddc769e10ef3_1766011011024.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:51.028|0        |0       |0        |fd264a94-4591-4c13-aacc-ddc769e10ef3|
|50 |1      |0           |0         |[0.7764136791229248,0.3190789520740509,0.8046875,0.3638157844543457]           |analytics/faces/7/2025/12/17/22/6a77bd7e-c45b-4660-a3f0-63ec503c6e31_1766011011714_cropped.jpg|analytics/faces/7/2025/12/17/22/6a77bd7e-c45b-4660-a3f0-63ec503c6e31_1766011011714.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:51.718|0        |0       |0        |6a77bd7e-c45b-4660-a3f0-63ec503c6e31|
|51 |1      |0           |0         |[0.7827380895614624,0.4171052575111389,0.8173363208770752,0.4690789580345154]  |analytics/faces/7/2025/12/17/22/e6657df3-d285-442e-8e6b-0e39df7c5798_1766011015514_cropped.jpg|analytics/faces/7/2025/12/17/22/e6657df3-d285-442e-8e6b-0e39df7c5798_1766011015514.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:55.518|0        |0       |0        |e6657df3-d285-442e-8e6b-0e39df7c5798|
|52 |1      |0           |0         |[0.6796875,0.22499999403953552,0.7016369104385376,0.26249998807907104]         |analytics/faces/7/2025/12/17/22/a07b862e-99cc-4714-a41e-f8150edc12e7_1766011038623_cropped.jpg|analytics/faces/7/2025/12/17/22/a07b862e-99cc-4714-a41e-f8150edc12e7_1766011038623.jpg|7           |22-30 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:37:18.627|0        |0       |0        |a07b862e-99cc-4714-a41e-f8150edc12e7|
|53 |1      |0           |0         |[0.8921130895614624,0.27828946709632874,0.9125744104385376,0.3125]             |analytics/faces/7/2025/12/17/22/d6fc4ca9-05b3-46ca-ba27-e2a9d88b6b77_1766011049959_cropped.jpg|analytics/faces/7/2025/12/17/22/d6fc4ca9-05b3-46ca-ba27-e2a9d88b6b77_1766011049959.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:37:29.963|0        |0       |0        |d6fc4ca9-05b3-46ca-ba27-e2a9d88b6b77|
|54 |1      |0           |0         |[0.8828125,0.375,0.9092261791229248,0.42039474844932556]                       |analytics/faces/7/2025/12/17/22/1a658273-3576-4745-a733-af7677d9929a_1766011051446_cropped.jpg|analytics/faces/7/2025/12/17/22/1a658273-3576-4745-a733-af7677d9929a_1766011051446.jpg|7           |22-30 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:37:31.45 |0        |0       |0        |1a658273-3576-4745-a733-af7677d9929a|
|55 |1      |0           |0         |[0.8764880895614624,0.637499988079071,0.9170386791229248,0.7203947305679321]   |analytics/faces/7/2025/12/17/22/cb629ffc-de41-439e-a2bb-19d5232ca7bb_1766011053544_cropped.jpg|analytics/faces/7/2025/12/17/22/cb629ffc-de41-439e-a2bb-19d5232ca7bb_1766011053544.jpg|7           |31-35 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:37:33.548|0        |0       |0        |cb629ffc-de41-439e-a2bb-19d5232ca7bb|
|29 |1      |0           |0         |[0.096726194024086,0.30460527539253235,0.123511902987957,0.35789474844932556]  |analytics/faces/7/2025/12/17/22/c52af27a-6fe7-4caa-9487-c2ad251fb84c_1766010926067_cropped.jpg|analytics/faces/7/2025/12/17/22/c52af27a-6fe7-4caa-9487-c2ad251fb84c_1766010926067.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:26.071|0        |0       |0        |c52af27a-6fe7-4caa-9487-c2ad251fb84c|
|30 |1      |0           |0         |[0.090773805975914,0.34210526943206787,0.1171875,0.39671051502227783]          |analytics/faces/7/2025/12/17/22/a44e5670-ed5b-4961-b3d8-5825896d7e14_1766010926473_cropped.jpg|analytics/faces/7/2025/12/17/22/a44e5670-ed5b-4961-b3d8-5825896d7e14_1766010926473.jpg|7           |17-21 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:26.48 |0        |0       |0        |a44e5670-ed5b-4961-b3d8-5825896d7e14|
|31 |1      |0           |0         |[0.1781994104385376,0.2032894790172577,0.198288694024086,0.23618420958518982]  |analytics/faces/7/2025/12/17/22/b87e1ea9-3147-4602-bfc7-ea55502a81a8_1766010926775_cropped.jpg|analytics/faces/7/2025/12/17/22/b87e1ea9-3147-4602-bfc7-ea55502a81a8_1766010926775.jpg|7           |31-35 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:26.779|0        |0       |0        |b87e1ea9-3147-4602-bfc7-ea55502a81a8|
|34 |1      |0           |0         |[0.190476194024086,0.2638157904148102,0.2124255895614624,0.3078947365283966]   |analytics/faces/7/2025/12/17/22/817907de-bae0-41f8-8888-3c9170deeac8_1766010933168_cropped.jpg|analytics/faces/7/2025/12/17/22/817907de-bae0-41f8-8888-3c9170deeac8_1766010933168.jpg|7           |81-100|1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:33.172|0        |0       |0        |817907de-bae0-41f8-8888-3c9170deeac8|
|35 |1      |0           |0         |[0.223586305975914,0.17368420958518982,0.2406994104385376,0.20657894015312195] |analytics/faces/7/2025/12/17/22/a6d72504-bd59-4b66-894e-0d26e4fee38b_1766010933666_cropped.jpg|analytics/faces/7/2025/12/17/22/a6d72504-bd59-4b66-894e-0d26e4fee38b_1766010933666.jpg|7           |66-80 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:33.67 |0        |0       |0        |a6d72504-bd59-4b66-894e-0d26e4fee38b|
|36 |1      |0           |0         |[0.1421130895614624,0.35328948497772217,0.168898805975914,0.4000000059604645]  |analytics/faces/7/2025/12/17/22/f26a1b64-5278-4c9c-aba0-cdc9220f9f47_1766010935267_cropped.jpg|analytics/faces/7/2025/12/17/22/f26a1b64-5278-4c9c-aba0-cdc9220f9f47_1766010935267.jpg|7           |66-80 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:35.271|0        |0       |0        |f26a1b64-5278-4c9c-aba0-cdc9220f9f47|
|37 |1      |0           |0         |[0.159226194024086,0.47039473056793213,0.190476194024086,0.5217105150222778]   |analytics/faces/7/2025/12/17/22/9bcb868a-30d5-41ac-84f5-5dcb61fc5feb_1766010937170_cropped.jpg|analytics/faces/7/2025/12/17/22/9bcb868a-30d5-41ac-84f5-5dcb61fc5feb_1766010937170.jpg|7           |81-100|0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:37.174|0        |0       |0        |9bcb868a-30d5-41ac-84f5-5dcb61fc5feb|
|38 |1      |0           |0         |[0.115699402987957,0.5782894492149353,0.151413694024086,0.6440789699554443]    |analytics/faces/7/2025/12/17/22/1dc608b1-a292-4057-b9b6-eac07bb06c76_1766010938061_cropped.jpg|analytics/faces/7/2025/12/17/22/1dc608b1-a292-4057-b9b6-eac07bb06c76_1766010938061.jpg|7           |66-80 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:35:38.065|0        |0       |0        |1dc608b1-a292-4057-b9b6-eac07bb06c76|
|40 |1      |0           |0         |[0.8154761791229248,0.2611842155456543,0.84375,0.31381580233573914]            |analytics/faces/7/2025/12/17/22/f06f84e0-e50a-4b07-9f32-9a8845fe4594_1766010979092_cropped.jpg|analytics/faces/7/2025/12/17/22/f06f84e0-e50a-4b07-9f32-9a8845fe4594_1766010979092.jpg|7           |22-30 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:19.096|0        |0       |0        |f06f84e0-e50a-4b07-9f32-9a8845fe4594|
|41 |1      |0           |0         |[0.8984375,0.46118420362472534,0.9360119104385376,0.5328947305679321]          |analytics/faces/7/2025/12/17/22/15ee12d8-914b-41c1-96fe-a8a997febab6_1766010980903_cropped.jpg|analytics/faces/7/2025/12/17/22/15ee12d8-914b-41c1-96fe-a8a997febab6_1766010980903.jpg|7           |22-30 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:20.907|0        |0       |0        |15ee12d8-914b-41c1-96fe-a8a997febab6|
|42 |1      |0           |0         |[0.9267113208770752,0.22171053290367126,0.9516369104385376,0.26249998807907104]|analytics/faces/7/2025/12/17/22/67e9c56b-3710-436c-97fb-13c3f368d189_1766010981483_cropped.jpg|analytics/faces/7/2025/12/17/22/67e9c56b-3710-436c-97fb-13c3f368d189_1766010981483.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:21.487|0        |0       |0        |67e9c56b-3710-436c-97fb-13c3f368d189|
|43 |1      |0           |0         |[0.859375,0.26907894015312195,0.8876488208770752,0.32499998807907104]          |analytics/faces/7/2025/12/17/22/debe7557-b9f8-4ed5-968d-8f42def65c87_1766010982090_cropped.jpg|analytics/faces/7/2025/12/17/22/debe7557-b9f8-4ed5-968d-8f42def65c87_1766010982090.jpg|7           |22-30 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:22.094|0        |0       |0        |debe7557-b9f8-4ed5-968d-8f42def65c87|
|44 |1      |0           |0         |[0.1015625,0.2565789520740509,0.120163694024086,0.29539474844932556]           |analytics/faces/7/2025/12/17/22/1bc3e7b5-71cc-4cad-b45d-8a17170c7ff3_1766010987574_cropped.jpg|analytics/faces/7/2025/12/17/22/1bc3e7b5-71cc-4cad-b45d-8a17170c7ff3_1766010987574.jpg|7           |17-21 |1     |[NULL]|[NULL] |[NULL]|2025-12-17 22:36:27.578|0        |0       |0        |1bc3e7b5-71cc-4cad-b45d-8a17170c7ff3|
|56 |1      |0           |0         |[0.8813244104385376,0.7282894849777222,0.9311755895614624,0.8217105269432068]  |analytics/faces/7/2025/12/17/22/6dc8747f-1de4-48e0-b70e-2f1a58112665_1766011054046_cropped.jpg|analytics/faces/7/2025/12/17/22/6dc8747f-1de4-48e0-b70e-2f1a58112665_1766011054046.jpg|7           |22-30 |0     |[NULL]|[NULL] |[NULL]|2025-12-17 22:37:34.05 |0        |0       |0        |6dc8747f-1de4-48e0-b70e-2f1a58112665|
