|id |status|accepted_by|va_id|stream_id|frame_image                                                 |thumbnail_image                                                       |trigger|trigger_settings|notification_type|resolution                  |created_at             |rule_type|rule                                                                                                                                                                                                                                                                                                                                 |client_id|notification_status|presence_action_type|
|24 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766005827152.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766005827152_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:10:27.152|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|25 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766005839854.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766005839854_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:10:39.854|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|26 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766005860816.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766005860816_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:11:00.816|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|27 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766006104825.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766006104825_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:15:04.825|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|28 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766006108375.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766006108375_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:15:08.375|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|30 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766006440768.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766006440768_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:20:40.768|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|31 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766006550671.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766006550671_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:22:30.671|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|32 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766006818946.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766006818946_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:26:58.946|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|33 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766006912341.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766006912341_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:28:32.341|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|34 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766007110076.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766007110076_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:31:50.076|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|35 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766007111985.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766007111985_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:31:51.985|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|44 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766007783785.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766007783785_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:43:03.786|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|45 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766007809904.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766007809904_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:43:29.904|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|46 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766007951059.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766007951059_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:45:51.06 |1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
|52 |0     |1          |6    |2        |analytics/smart_va_alerts/6/2025/12/17/21/_1766008590761.jpg|analytics/smart_va_alerts/6/2025/12/17/21/_1766008590761_thumbnail.jpg|[NULL] |[NULL]          |alert            |{"height":1080,"width":1920}|2025-12-17 21:56:30.761|1        |{"additional_info":{"direction":31},"id":"113b0ad46e47","name":"Rule 1","points":[{"x":0.41953125,"y":0.03611111111111111},{"x":0.81640625,"y":0.06111111111111111},{"x":0.61953125,"y":0.9777777777777777},{"x":0.016,"y":0.972},{"x":0.02265625,"y":0.4111111111111111}],"type":"zone_with_direction"}                             |0        |0                  |[NULL]              |
