|id                                                                     |author            |filename                                                       |dateexecuted              |orderexecuted|exectype|md5sum                            |description                                                                                                                                                                                                                                               |comments           |tag   |liquibase|contexts|labels|deployment_id|
|create-index-alpr_detections_created_at_analytics                      |maksym.kostyshen  |sql/2.0.0/11-rename-plates-to-detections.xml                   |2025-12-17 01:48:44.833447|172          |EXECUTED|8:47e8fef2eb8128f1b3d6d36e0785dcb2|createIndex indexName=alpr_detections_created_at_analytics, tableName=alpr_detections                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_detections_created_at_make_model                     |maksym.kostyshen  |sql/2.0.0/11-rename-plates-to-detections.xml                   |2025-12-17 01:48:44.86615 |173          |EXECUTED|8:d26018fc7eab90a915b3a97ccf1a51b2|createIndex indexName=alpr_detections_created_at_make_model, tableName=alpr_detections                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|add-not-null-constraint-for-alpr_list_events-color_id-column           |maksym.fedorenko  |sql/2.0.0/15-add-detection-data-to-list-events.xml             |2025-12-17 01:48:53.236063|198          |EXECUTED|8:d943dc860174b0fa00681c0cb8076812|addNotNullConstraint columnName=color_id, tableName=alpr_list_events                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_detections_created_at_analytics_make_model           |maksym.kostyshen  |sql/2.0.0/11-rename-plates-to-detections.xml                   |2025-12-17 01:48:44.897673|174          |EXECUTED|8:5ab2cbbcaa7b7fc2234f49b50c823142|createIndex indexName=alpr_detections_created_at_analytics_make_model, tableName=alpr_detections                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_detections_created_at_color_make_model               |maksym.kostyshen  |sql/2.0.0/11-rename-plates-to-detections.xml                   |2025-12-17 01:48:44.94867 |175          |EXECUTED|8:47aa8c8b74df2bae10a4d40f60a13f75|createIndex indexName=alpr_detections_created_at_color_make_model, tableName=alpr_detections                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_notifications-plate_id                              |maksym.kostyshen  |sql/2.0.0/11-rename-plates-to-detections.xml                   |2025-12-17 01:48:45.008851|176          |EXECUTED|8:10d05a01b60cc9c76ed3fb66a14a8c0c|renameColumn newColumnName=detection_id, oldColumnName=plate_id, tableName=alpr_notifications                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-index-alpr_speed_rule_events_rule_id_timestamp                    |maksym.kostyshen  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:45.1018  |177          |EXECUTED|8:ea6841131ecd300a3929faea42d14ba6|dropIndex indexName=alpr_speed_rule_events_rule_id_timestamp, tableName=alpr_speed_rule_events                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-index-alpr_speed_rule_events_client_id                            |maksym.kostyshen  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:45.196095|178          |EXECUTED|8:d1794cdaa33ae6fac42de09ad702791f|dropIndex indexName=alpr_speed_rule_events_client_id, tableName=alpr_speed_rule_events                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-df-constraints-speed-rule-events-table                            |maksym.kostyshen  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:45.206845|179          |MARK_RAN|8:b9d36083e2c0ac36122d06d3edd5f251|dropDefaultValue columnName=plate_number, tableName=alpr_speed_rule_events; dropDefaultValue columnName=make_model_id, tableName=alpr_speed_rule_events                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr-speed-rule-events-columns                                    |maksym.kostyshen  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:45.25888 |180          |EXECUTED|8:edf8c1596f16647d8397eeed04f87a03|dropColumn columnName=plate_number, tableName=alpr_speed_rule_events; dropColumn columnName=make_model_id, tableName=alpr_speed_rule_events; dropColumn columnName=color_id, tableName=alpr_speed_rule_events; dropColumn columnName=direction, tableNa...|                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|add-detection-columns-to-alpr-speed-rule-events-table                  |maksym.kostyshen  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:45.278263|181          |EXECUTED|8:1adab393189d58f6dffbffd815a78bbb|addColumn tableName=alpr_speed_rule_events                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|add-alpr-speed-rule-events-detection-1-foreign-key                     |maksym.kostyshen  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:46.327958|182          |EXECUTED|8:ddd0d70c03e2a149a32d28e0b3d3dae5|addForeignKeyConstraint baseTableName=alpr_speed_rule_events, constraintName=alpr_speed_rule_events-detection-1, referencedTableName=alpr_detections                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|add-alpr-speed-rule-events-detection-2-foreign-key-v2                  |maksym.kostyshen  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:47.09135 |183          |EXECUTED|8:3c0c0d2d18e7b0e9c2bcd4d1387f63d4|addForeignKeyConstraint baseTableName=alpr_speed_rule_events, constraintName=alpr_speed_rule_events-detection-2, referencedTableName=alpr_detections                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_speed_rule_events-detection-1-foreign-key-constraint         |maksym.fedorenko  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:47.923714|184          |EXECUTED|8:150eab0113b5eec2e5edb127aba59877|dropForeignKeyConstraint baseTableName=alpr_speed_rule_events, constraintName=alpr_speed_rule_events-detection-1                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|update-lpr_speed_rule_events-detection-2-foreign-key-constraint        |maksym.fedorenko  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:49.094167|185          |EXECUTED|8:90eac8c221a88b6ba2f914f0f6660daa|dropForeignKeyConstraint baseTableName=alpr_speed_rule_events, constraintName=alpr_speed_rule_events-detection-2; addForeignKeyConstraint baseTableName=alpr_speed_rule_events, constraintName=FK__alpr_speed_rule_events_alpr_detections, referencedTa...|                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_speed_rule_events-vehicle_type-colum                         |maksym.fedorenko  |sql/2.0.0/12-refactor-alpr-speed-rule-events-table.xml         |2025-12-17 01:48:49.235668|186          |MARK_RAN|8:a4e8843a545b924fb3709bef30f4f3a8|dropColumn columnName=vehicle_type, tableName=alpr_speed_rule_events                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|add-detection-columns-to-alpr-speed-rule-events-table-v2               |maksym.kostyshen  |sql/2.0.0/13-expand-alpr-detections-table.xml                  |2025-12-17 01:48:49.557639|187          |EXECUTED|8:bb006e29d5f4c6631eb5d595f202b154|addColumn tableName=alpr_detections                                                                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-notifications_index_row_id-index                                  |maksym.kostyshen  |sql/2.0.0/14-rename-notifications.xml                          |2025-12-17 01:48:49.662119|188          |EXECUTED|8:241d5e45ad2267123573aba706b4f04f|dropIndex indexName=alpr_notifications_plate_id, tableName=alpr_notifications                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_notifications_plate_id_status_list_item_name_created_at-index|maksym.kostyshen  |sql/2.0.0/14-rename-notifications.xml                          |2025-12-17 01:48:49.736779|189          |EXECUTED|8:814f250c80b3d23836e381d3ab8f1e12|dropIndex indexName=alpr_notifications_plate_id_status_list_item_name_created_at, tableName=alpr_notifications                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_notifications_list_item_id-index                             |maksym.kostyshen  |sql/2.0.0/14-rename-notifications.xml                          |2025-12-17 01:48:49.814861|190          |EXECUTED|8:b51a4fce01b5683d808ef038fc8c6e64|dropIndex indexName=alpr_notifications_list_item_id, tableName=alpr_notifications                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-table-notifications                                             |maksym.fedorenko  |sql/2.0.0/14-rename-notifications.xml                          |2025-12-17 01:48:50.178484|191          |EXECUTED|8:5acb91028fdec49de2bee5346c637a30|renameTable newTableName=alpr_list_events, oldTableName=alpr_notifications                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-aalpr_list_events_created_at                              |maksym.fedorenko  |sql/2.0.0/14-rename-notifications.xml                          |2025-12-17 01:48:51.341986|192          |EXECUTED|8:9b082176b7ea6996597bc8684fd73ca6|createIndex indexName=alpr_list_events_created_at, tableName=alpr_list_events                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_list_events_list_id_created_at                       |maksym.fedorenko  |sql/2.0.0/14-rename-notifications.xml                          |2025-12-17 01:48:51.63758 |193          |EXECUTED|8:477d6b03625c2f62e1c2f86065874f2c|createIndex indexName=alpr_list_events_list_id_created_at, tableName=alpr_list_events                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_list_events_list_id                                  |maksym.fedorenko  |sql/2.0.0/14-rename-notifications.xml                          |2025-12-17 01:48:51.730097|194          |EXECUTED|8:ce1fcd6669012c8817b25816b9b6f1c5|createIndex indexName=alpr_list_events_list_id, tableName=alpr_list_events                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_list_events_detection_id                             |maksym.fedorenko  |sql/2.0.0/14-rename-notifications.xml                          |2025-12-17 01:48:51.827718|195          |EXECUTED|8:3f4487d80b3bfa9887d5d0abc3237298|createIndex indexName=alpr_list_events_detection_id, tableName=alpr_list_events                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|add-alpr_detections-columns-to-alpr_list_events-with-data-migration    |maksym.fedorenko  |sql/2.0.0/15-add-detection-data-to-list-events.xml             |2025-12-17 01:48:52.339455|196          |EXECUTED|8:6b3245726eba810c7dfb81f72899ecab|addColumn tableName=alpr_list_events; sql; sql; sql                                                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|add-not-null-constraint-for-alpr_list_events-direction-column          |maksym.fedorenko  |sql/2.0.0/15-add-detection-data-to-list-events.xml             |2025-12-17 01:48:52.862898|197          |EXECUTED|8:e3b8d40e5195cf1909f741b921bcec1e|addNotNullConstraint columnName=direction, tableName=alpr_list_events                                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-object-in-zone                                            |dmytro.yarmoshchuk|sql/2.0.0/object-in-zone-notifications-table.xml               |2025-12-17 01:49:16.210603|199          |EXECUTED|8:7007e3864bb12f3f17b8aa61d1e2cdf8|createTable tableName=object_in_zone_notifications                                                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|create-index-object_in_zone_notifications_id_status_created_at-index            |dmytro.yarmoshchuk|sql/2.0.0/object-in-zone-notifications-table.xml                |2025-12-17 01:49:16.962233|200          |EXECUTED|8:945595540ed786000efeaa339bc2d005|createIndex indexName=object_in_zone_notifications_id_status_created_at, tableName=object_in_zone_notifications                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|object_in_zone_notifications-drop-stream_id-column                              |maksym.kostyshen  |sql/2.0.0/object-in-zone-notifications-table.xml                |2025-12-17 01:49:17.53317 |201          |EXECUTED|8:c70613af521d15a25c7e09d68a6f5985|dropColumn columnName=stream_id, tableName=object_in_zone_notifications                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|object_in_zone_notifications-rename-va_id-column                                |maksym.kostyshen  |sql/2.0.0/object-in-zone-notifications-table.xml                |2025-12-17 01:49:18.237193|202          |EXECUTED|8:05f4dae1fba34e800898f00bd8ba8b0f|renameColumn newColumnName=analytics_id, oldColumnName=va_id, tableName=object_in_zone_notifications                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|add-latitude-and-longitude-columns-to-object_in_zone_notifications              |maksym.kostyshen  |sql/2.0.0/object-in-zone-notifications-table.xml                |2025-12-17 01:49:19.045769|203          |EXECUTED|8:012607d7fcb21d525353b7335407643e|addColumn tableName=object_in_zone_notifications                                                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|create-table-exit-zone-notifications                                            |dmytro.yarmoshchuk|sql/2.0.0/create-zone-exit-notifications-table.xml              |2025-12-17 01:49:20.729385|204          |EXECUTED|8:0a8b828c44887d22b13ea1a31125c70b|createTable tableName=zone_exit_notifications                                                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|create-exit-zone-notifications-timestamp-index                                  |dmytro.yarmoshchuk|sql/2.0.0/create-zone-exit-notifications-table.xml              |2025-12-17 01:49:21.57133 |205          |EXECUTED|8:4211dd796436307ddbba9049d97ffacd|createIndex indexName=exit_zone_notifications_created_at, tableName=object_in_zone_notifications                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|zone-exit-notifications-drop-stream_id-column                                   |maksym.kostyshen  |sql/2.0.0/create-zone-exit-notifications-table.xml              |2025-12-17 01:49:21.880408|206          |EXECUTED|8:d1169c08237d1b1f07f8483f65ce8c07|dropColumn columnName=stream_id, tableName=zone_exit_notifications                                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|exit-notifications-rename-va_id-column                                          |maksym.kostyshen  |sql/2.0.0/create-zone-exit-notifications-table.xml              |2025-12-17 01:49:22.190617|207          |EXECUTED|8:ac387da600bbb4327c986b8f842006c7|renameColumn newColumnName=analytics_id, oldColumnName=va_id, tableName=zone_exit_notifications                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|create_table_object_in_zone_object_type                                         |oleg.syvyniuk     |sql/2.0.0/create-zone-exit-notifications-object-type-table.xml  |2025-12-17 01:49:23.386916|208          |EXECUTED|8:50d45fac4ac296a3bd02fef0028cd8d1|createTable tableName=object_in_zone_object_type                                                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|create-index_object_in_zone_object_type_object_in_zone_id                       |dmytro.yarmoshchuk|sql/2.0.0/create-zone-exit-notifications-object-type-table.xml  |2025-12-17 01:49:24.565307|209          |EXECUTED|8:5de024f158086d4293ba535cca4dbea2|createIndex indexName=object_in_zone_object_type_object_in_zone_id, tableName=object_in_zone_object_type                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|create_table_zone_exit_notifications_object_type                                |oleg.syvyniuk     |sql/2.0.0/create-zone-exit-notifications-object-type-table.xml  |2025-12-17 01:49:25.7657  |210          |EXECUTED|8:9b0195663b9b840b25aa575ea38a2a31|createTable tableName=zone_exit_notifications_object_type                                                                                                                                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|object_in_zone_object_type_object_in_zone_id_foreign_key                        |mark.rufin        |sql/2.0.0/create-zone-exit-notifications-object-type-table.xml  |2025-12-17 01:49:26.89272 |211          |EXECUTED|8:354a9f8920fc630ea728369a0324aa94|addForeignKeyConstraint baseTableName=object_in_zone_object_type, constraintName=FK__object_in_zone_object_type_object_in_zone_id, referencedTableName=object_in_zone_notifications                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|modify_object_in_zone_object_type_confidence_type                               |mark.rufin        |sql/2.0.0/create-zone-exit-notifications-object-type-table.xml  |2025-12-17 01:49:28.386212|212          |EXECUTED|8:c31811117b31917c60b02525889876d9|modifyDataType columnName=confidence, tableName=object_in_zone_object_type                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936155297   |
|create-table-port-logistics-rules                                               |maksym.fedorenko  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:43.33004 |213          |EXECUTED|8:fab5d711efc83ae201aa96b9fa818990|createTable tableName=port_logistics_rules                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|drop-not-null-constraint-for-back-lpr-analytics                                 |maksym.fedorenko  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:43.78628 |214          |EXECUTED|8:78788cb0bf8e9905381f0a291d6e96cc|dropNotNullConstraint columnName=back_lpr_analytics_id, tableName=port_logistics_rules                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|drop-not-null-constraint-for-front-lpr-analytics                                |maksym.kostyshen  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:44.235079|215          |EXECUTED|8:ed30e28cb3be5607cad1632ab8b22f74|dropNotNullConstraint columnName=front_lpr_analytics_id, tableName=port_logistics_rules                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-buffer-time-to-port-logistics-rule-table                                    |maksym.fedorenko  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:44.637003|216          |EXECUTED|8:444005e5ce486f6d1e25be0d2b1065cf|addColumn tableName=port_logistics_rules                                                                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|rename-buffer-column-and-set-default value                                      |maksym.fedorenko  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:45.252265|217          |EXECUTED|8:03d83e91352aecee015c17af4d4f5afa|renameColumn newColumnName=buffer_time, oldColumnName=buffet_time, tableName=port_logistics_rules; addDefaultValue columnName=buffer_time, tableName=port_logistics_rules                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-overview_stream_configs-column-to-port_logistics_rules                      |maksym.kostyshen  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:47.068276|218          |EXECUTED|8:1e6d5de022c7901396266dbee393e15c|addColumn tableName=port_logistics_rules; addNotNullConstraint columnName=overview_stream_configs, tableName=port_logistics_rules                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|rename-front_lpr_analytics_id-to-entry_lpr_analytics_id                         |maksym.kostyshen  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:47.534314|219          |EXECUTED|8:6b8c17eb9a8206b06f2735df8a44e018|renameColumn newColumnName=entry_lpr_analytics_id, oldColumnName=front_lpr_analytics_id, tableName=port_logistics_rules                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|rename-back_lpr_analytics_id-to-exit_lpr_analytics_id                           |maksym.kostyshen  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:47.890882|220          |EXECUTED|8:9c8ae2b49289b66dd7e96aafea7a9655|renameColumn newColumnName=exit_lpr_analytics_id, oldColumnName=back_lpr_analytics_id, tableName=port_logistics_rules                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-entry-lpr-analytics-angle-column-to-port_logistics_rules                    |maksym.kostyshen  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:48.187176|221          |EXECUTED|8:418c41a3af7a0da4627bfeff9dda8e85|addColumn tableName=port_logistics_rules; addNotNullConstraint columnName=entry_lpr_analytics_angle_degrees, tableName=port_logistics_rules                                                                                                               |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-exit-lpr-analytics-angle-column-to-port_logistics_rules                     |maksym.kostyshen  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:48.554716|222          |EXECUTED|8:d31ebbaead38decaa07703e03031656d|addColumn tableName=port_logistics_rules; addNotNullConstraint columnName=exit_lpr_analytics_angle_degrees, tableName=port_logistics_rules                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-is_reverse_enabled-column-to-port_logistics_rules                           |maksym.kostyshen  |sql/1.0.0/1-create-port-logistics-rules-table.xml               |2025-12-17 01:49:48.928624|223          |EXECUTED|8:c4451953aa1f99f6abe790b418c490d4|addColumn tableName=port_logistics_rules; addNotNullConstraint columnName=is_reverse_enabled, tableName=port_logistics_rules                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|create-table-port-logistics-detections                                          |maksym.fedorenko  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:49.674231|224          |EXECUTED|8:645208ecbec80472f055e12be508faa5|createTable tableName=port_logistics_detections                                                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|create-table-port-logistics-container-numbers                                   |maksym.fedorenko  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:50.928111|225          |EXECUTED|8:74520d14ab7f5da69b8455479a585d16|createTable tableName=port_logistics_container_numbers                                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-direction-column-to-port_logistics_detections                               |maksym.kostyshen  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:51.385577|226          |EXECUTED|8:b54badda2b4ee84cbe0dc4a119a22205|addColumn tableName=port_logistics_detections; addNotNullConstraint columnName=direction, tableName=port_logistics_detections                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-separate-timestamp-columns-for-plates                                       |maksym.fedorenko  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:51.876133|227          |EXECUTED|8:01f855d1ae56ec3fc2e10d2c7cb3bb17|addColumn tableName=port_logistics_detections                                                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-back-truck-plate-into                                                       |maksym.fedorenko  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:52.267218|228          |EXECUTED|8:37f1aeaa3ce0d421eb8b78f40be8114a|addColumn tableName=port_logistics_detections                                                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|rename-port-logistics-container-numbers-timestamp-column                        |maksym.fedorenko  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:52.743695|229          |EXECUTED|8:66a4c3aabe12142b7b4454c00ee25415|renameColumn newColumnName=recognized_at, oldColumnName=created_at, tableName=port_logistics_container_numbers                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-overview_snapshots-column-to-port_logistics_container_numbers               |maksym.kostyshen  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:53.188913|230          |EXECUTED|8:db0c76587edc1a70aa5d3641100eea20|addColumn tableName=port_logistics_container_numbers                                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|drop-front-plate-related-fields-not-null-constrains-in-port_logistics_detections|maksym.kostyshen  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:53.485935|231          |EXECUTED|8:927a8f79fd15c6a1148eb3c648560017|dropNotNullConstraint columnName=truck_number, tableName=port_logistics_detections; dropNotNullConstraint columnName=truck_arabic_number, tableName=port_logistics_detections; dropNotNullConstraint columnName=truck_box, tableName=port_logistics_det...|                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-front-plate-detection-angle-column-to-port_logistics_detections             |maksym.kostyshen  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:53.535212|232          |EXECUTED|8:025fba1e268b29a8ee34103dd934902e|addColumn tableName=port_logistics_detections                                                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-back-plate-detection-angle-column-to-port_logistics_detections              |maksym.kostyshen  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:53.580835|233          |EXECUTED|8:561b3367b925105fa069f5196e217bc8|addColumn tableName=port_logistics_detections                                                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|add-trailer-plate-detection-angle-column-to-port_logistics_detections           |maksym.kostyshen  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:53.62333 |234          |EXECUTED|8:12d5af99dfce648c5c0e3470947b44ab|addColumn tableName=port_logistics_detections                                                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|move-overview-snapshots-from-container-to-port-detection                        |maksym.kostyshen  |sql/1.0.0/2-create-port-logistics-detections-table.xml          |2025-12-17 01:49:53.67729 |235          |EXECUTED|8:6d276ef97789f74cda8aebd49a390eb7|addColumn tableName=port_logistics_detections; dropColumn columnName=overview_snapshots, tableName=port_logistics_container_numbers                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|port_logistics_rule_groups_create-table                                         |maksym.kostyshen  |sql/1.0.0/4-add-port-logistics-rule-groups.xml                  |2025-12-17 01:49:53.801761|236          |EXECUTED|8:1eb6759aeb147a8f5d719117eac663ab|createTable tableName=port_logistics_rule_groups                                                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|port_logistics_rule-add-group_id-column                                         |maksym.kostyshen  |sql/1.0.0/4-add-port-logistics-rule-groups.xml                  |2025-12-17 01:49:53.840079|237          |EXECUTED|8:ff8adebe4670ce03d6323a3e7740d79b|addColumn tableName=port_logistics_rules                                                                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936182862   |
|create-table-smoke-fire-notifications                                           |dmytro.yarmoshchuk|sql/2.0.0/1-create-smoke-fire-table.xml                         |2025-12-17 01:50:06.708497|238          |EXECUTED|8:622743d937deb2f600d169451c0aef1a|createTable tableName=smoke_fire_notifications                                                                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936205961   |
|create-smoke-fire-notifications-id-status-created-at-index                      |dmytro.yarmoshchuk|sql/2.0.0/1-create-smoke-fire-table.xml                         |2025-12-17 01:50:07.424421|239          |EXECUTED|8:75b106fc65e9ead7cd44e54b046f7ebf|createIndex indexName=smoke_fire_id_status_created_at, tableName=smoke_fire_notifications                                                                                                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936205961   |
|smoke_fire_notifications-drop-stream_id-column                                  |maksym.kostyshen  |sql/2.0.0/1-create-smoke-fire-table.xml                         |2025-12-17 01:50:08.007535|240          |EXECUTED|8:f84d7b8d8a284f5510a5a7dac02a55ac|dropColumn columnName=stream_id, tableName=smoke_fire_notifications                                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936205961   |
