|id                                                                     |author            |filename                                                       |dateexecuted              |orderexecuted|exectype|md5sum                            |description                                                                                                                                                                                                                                               |comments           |tag   |liquibase|contexts|labels|deployment_id|
|create-gun-detection-notifications-id-created-at-index                 |oleg.syvyniuk     |sql/2.0.0/1-create-gun-detection-notifications-table.xml       |2025-12-17 01:47:29.423557|85           |EXECUTED|8:07e788bffc4a476d6d040513e40c58e2|createIndex indexName=gun_detection_id_status_created_at, tableName=gun_notifications                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936046369   |
|gun_notifications-drop-stream_id-column                                |maksym.kostyshen  |sql/2.0.0/1-create-gun-detection-notifications-table.xml       |2025-12-17 01:47:29.985742|86           |EXECUTED|8:3940f3ca5c4655de65c642d245f7d400|dropColumn columnName=stream_id, tableName=gun_notifications                                                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936046369   |
|add-latitude-and-longitude-columns-to-gun_notifications                |maksym.kostyshen  |sql/2.0.0/1-create-gun-detection-notifications-table.xml       |2025-12-17 01:47:30.560217|87           |EXECUTED|8:d82b78f6259c389c29cb23bd394733b7|addColumn tableName=gun_notifications                                                                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936046369   |
|create-gun-type-mapping-table                                          |oleg.syvyniuk     |sql/2.0.0/2-create-gun-types-mapping-table.xml                 |2025-12-17 01:47:31.586946|88           |EXECUTED|8:8a596ebb04fc3df30726d71cefbfd960|createTable tableName=gun_type_mapping                                                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936046369   |
|create-table-hardhats-notifications                                    |dmytro.yarmoshchuk|sql/1.0.0/create-hardhats-table.xml                            |2025-12-17 01:47:48.218311|89           |EXECUTED|8:d7fcb514aad76c9280f1265f287b0763|createTable tableName=hardhats_notifications                                                                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936066827   |
|create-hardhats-notifications-id-status-created-at-index               |dmytro.yarmoshchuk|sql/1.0.0/create-hardhats-table.xml                            |2025-12-17 01:47:48.311911|90           |EXECUTED|8:6f5d8e24a26aeacecb7a1b4bdae3c721|createIndex indexName=hardhats_id_status_created_at, tableName=hardhats_notifications                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936066827   |
|hardhats_notifications-drop-stream_id-column                           |maksym.kostyshen  |sql/1.0.0/create-hardhats-table.xml                            |2025-12-17 01:47:48.361975|91           |EXECUTED|8:0e5a99e5ec251dcaf21c35b83e5e978c|dropColumn columnName=stream_id, tableName=hardhats_notifications                                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936066827   |
|add-latitude-and-longitude-columns-to-hardhats_notifications           |maksym.kostyshen  |sql/1.0.0/create-hardhats-table.xml                            |2025-12-17 01:47:48.419313|92           |EXECUTED|8:88f19128f57d5eb984df1a4080a05659|addColumn tableName=hardhats_notifications                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936066827   |
|create-table-plates                                                    |oleg.syvyniuk     |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:10.324954|93           |EXECUTED|8:bd2f75da6a1c9175508aa6e7ef9fc446|createTable tableName=alpr_plates                                                                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-plates-index                                                    |igor.kiulian      |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:11.264724|94           |EXECUTED|8:8f38b03735b59a32a54bcd001b1befbf|createIndex indexName=alpr_plates_created_at, tableName=alpr_plates                                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-plates-index2                                                   |igor.kiulian      |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:12.281082|95           |EXECUTED|8:eb3dcd269647fb6a641a8246d3732cf8|createIndex indexName=alpr_plates_created_at_stream, tableName=alpr_plates                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-plates-index3                                                   |igor.kiulian      |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:13.295731|96           |EXECUTED|8:8d01b2343aa960e26cb49eb711acd6f8|createIndex indexName=alpr_plates_created_at_plate_number, tableName=alpr_plates                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-plates-index4                                                   |igor.kiulian      |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:14.129268|97           |EXECUTED|8:f2004eab5e6a99f90bda484d63eab880|createIndex indexName=alpr_plates_created_at_make_model, tableName=alpr_plates                                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-plates-index5                                             |igor.kiulian      |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:15.015372|98           |EXECUTED|8:097e825b0be05e4ab5449112b852995c|createIndex indexName=alpr_plates_created_at_stream_make_model, tableName=alpr_plates                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-plates-index6                                             |igor.kiulian      |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:15.845458|99           |EXECUTED|8:fe19df5226a9bb34ae94b5df4eef7f8d|createIndex indexName=alpr_plates_created_at_color_and_make_model, tableName=alpr_plates                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-alpr-stats-hourly                                         |igor.kiulian      |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:16.796137|100          |EXECUTED|8:6365494879035d0a4395937167997c77|createTable tableName=alpr_stats_hourly                                                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-alpr-stats-hourly-index-date-v2                                 |oleg.syvyniuk     |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:17.978737|101          |EXECUTED|8:0f52924581de29494efff2908ceee0cb|createIndex indexName=alpr_stats_hourly_created_at, tableName=alpr_stats_hourly                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-alpr-stats-hourly-index-date-stream-v2                          |oleg.syvyniuk     |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:18.678354|102          |EXECUTED|8:dc59898cfad81002f42cd00761a9c0cf|createIndex indexName=alpr_stats_hourly_created_at_stream, tableName=alpr_stats_hourly                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-alpr-plates-index-plate-number-v2                               |oleg.syvyniuk     |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:18.880884|103          |EXECUTED|8:a7d9558f7e355109a1715971f0a8e022|createIndex indexName=alpr_plates_plate_number, tableName=alpr_plates                                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-alpr-plates-index-stream-id-v2                                  |oleg.syvyniuk     |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:19.023131|104          |EXECUTED|8:b81a928dfcf8da542bd824b8fb39d86e|createIndex indexName=alpr_plates_stream_id, tableName=alpr_plates                                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-alpr-plates-index-plate-number-stream-id-v2                     |oleg.syvyniuk     |sql/2.0.0/2-alpr-plates-table.xml                              |2025-12-17 01:48:19.549371|105          |EXECUTED|8:acbde218316a9d6fd8fb6b642040e70b|createIndex indexName=alpr_plates_plate_number_stream_id, tableName=alpr_plates                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-alpr-lists                                                |oleg.syvyniuk     |sql/2.0.0/3-alpr-lists-table.xml                               |2025-12-17 01:48:21.180078|106          |EXECUTED|8:cc2a996559d66d68945ef940c7c1c192|createTable tableName=alpr_lists                                                                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-alpr-list-items                                           |oleg.syvyniuk     |sql/2.0.0/4-alpr-list-items-table.xml                          |2025-12-17 01:48:22.228208|107          |EXECUTED|8:2a5b6147b41a48e79445077faf56bcd6|createTable tableName=alpr_list_items                                                                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-alpr-notifications                                        |oleg.syvyniuk     |sql/2.0.0/5-alpr-notifications-table.xml                       |2025-12-17 01:48:23.079292|108          |EXECUTED|8:08de29bf764e1b228e2eb8f6c1035922|createTable tableName=alpr_notifications                                                                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-alpr-notifications-index-row-id                                 |oleg.syvyniuk     |sql/2.0.0/5-alpr-notifications-table.xml                       |2025-12-17 01:48:23.690218|109          |EXECUTED|8:e94c7f736a490db460ce24f42d2373a6|createIndex indexName=alpr_notifications_plate_id, tableName=alpr_notifications                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-alpr-notifications-index-alert-id                               |oleg.syvyniuk     |sql/2.0.0/5-alpr-notifications-table.xml                       |2025-12-17 01:48:24.299105|110          |EXECUTED|8:6e408158ff47d358d69a481504d43b02|createIndex indexName=alpr_notifications_list_item_id, tableName=alpr_notifications                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-alpr-notifications-index-status-name-date                       |oleg.syvyniuk     |sql/2.0.0/5-alpr-notifications-table.xml                       |2025-12-17 01:48:25.07536 |111          |EXECUTED|8:4bf471482c52fb08128f2a91c2151194|createIndex indexName=alpr_notifications_plate_id_status_list_item_name_created_at, tableName=alpr_notifications                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-alpr-speed-rules                                          |tetiana.panchenko |sql/2.0.0/6-alpr-speed-rules-table.xml                         |2025-12-17 01:48:26.535739|112          |EXECUTED|8:3c4f21a14ccb60968e59c47fd777b66e|createTable tableName=alpr_speed_rules                                                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-alpr-speed-rule_events                                    |oleg.syvyniuk     |sql/2.0.0/7-alpr-speed-rule-events-table.xml                   |2025-12-17 01:48:28.046703|113          |EXECUTED|8:037acdbc4cac2cabc10a7a263fe52cab|createTable tableName=alpr_speed_rule_events                                                                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-speed-rule-id-events-index                                      |oleg.syvyniuk     |sql/2.0.0/7-alpr-speed-rule-events-table.xml                   |2025-12-17 01:48:28.197702|114          |EXECUTED|8:04f1f59ea30412a6d131488e097cf65c|createIndex indexName=alpr_speed_rule_events_rule_id, tableName=alpr_speed_rule_events                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-speed-rule-id-timestamp-events-index                            |oleg.syvyniuk     |sql/2.0.0/7-alpr-speed-rule-events-table.xml                   |2025-12-17 01:48:28.28295 |115          |EXECUTED|8:e78009abd26c8ec4b2b1b886b1bdbf86|createIndex indexName=alpr_speed_rule_events_rule_id_timestamp, tableName=alpr_speed_rule_events                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-speed-client-id-events-index                                    |oleg.syvyniuk     |sql/2.0.0/7-alpr-speed-rule-events-table.xml                   |2025-12-17 01:48:28.356587|116          |EXECUTED|8:925a96e15d1b6b0c9780839dc7a394a1|createIndex indexName=alpr_speed_rule_events_client_id, tableName=alpr_speed_rule_events                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-body-set                                         |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.463986|117          |EXECUTED|8:ca2c34cb2cf5dcd39ba00e272742da28|createTable tableName=opendata_body_set                                                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-opendata-body-set-index                                         |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.507128|118          |EXECUTED|8:ee319de0f8dc8a28ec1a5b1f67aefb3b|createIndex indexName=name, tableName=opendata_body_set                                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-color-set                                        |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.547945|119          |EXECUTED|8:dc199814cb78ac7c5397f992994aadb1|createTable tableName=opendata_color_set                                                                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-dep-set                                          |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.586688|120          |EXECUTED|8:2d0e5fd0b0c84dcdcd0e3a88a0f2c29c|createTable tableName=opendata_dep_set                                                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-opendata-dep-set-index                                          |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.611336|121          |EXECUTED|8:9ee81965a331cee72cafdd49e8829de3|createIndex indexName=code, tableName=opendata_dep_set                                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-fuel-set                                         |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.650935|122          |EXECUTED|8:53d490ec888fd3d7888403440ae215d4|createTable tableName=opendata_fuel_set                                                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-kind-set                                         |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.683849|123          |EXECUTED|8:c8badabcc9a8a0b2839016bdd60b43d8|createTable tableName=opendata_kind_set                                                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-make-models                                      |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.719553|124          |EXECUTED|8:716cdb75ac709cb025b371b64fc53e3b|createTable tableName=opendata_make_models                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-oper-set                                         |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.753333|125          |EXECUTED|8:af5db7e783b74ab4f17950c49ff76a86|createTable tableName=opendata_oper_set                                                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-opendata-oper-set-index                                         |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.777442|126          |EXECUTED|8:f6d4a27b80b5cee18982b3c523c21e00|createIndex indexName=opendata_oper_set_code, tableName=opendata_oper_set                                                                                                                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-purpose-set                                      |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.813874|127          |EXECUTED|8:f9ec364aabb7c443230ef085e856b248|createTable tableName=opendata_purpose_set                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-tz                                               |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.852019|128          |EXECUTED|8:625cffdcc834a336bcc7198ca9957cb2|createTable tableName=opendata_tz                                                                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-opendata-tz-index                                               |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.874361|129          |EXECUTED|8:6dece0ae0e5905f278c244f66a3e11ec|createIndex indexName=n_reg_new, tableName=opendata_tz                                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-koatuu_level1                                    |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.910291|130          |EXECUTED|8:5d52c1aa7867450b4c4442c66bb8cb84|createTable tableName=koatuu_level1                                                                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-koatuu_level2                                    |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:28.957988|131          |EXECUTED|8:0470247cd3c669f6b693f05d71a21e48|createTable tableName=koatuu_level2; createIndex indexName=level1_id, tableName=koatuu_level2                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-table-opendata-koatuu_level3                                    |igor.kiulian      |sql/2.0.0/8-opendata-tables.xml                                |2025-12-17 01:48:29.022774|132          |EXECUTED|8:83e11cde61efb147f8cada50396bfc50|createTable tableName=koatuu_level3; createIndex indexName=koatuu_level3_level1_id, tableName=koatuu_level3; createIndex indexName=level2_id, tableName=koatuu_level3; createIndex indexName=level2_id_2, tableName=koatuu_level3                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_list-streams                                        |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.039982|133          |EXECUTED|8:fc7cc698a0489160f06017c42941428a|renameColumn newColumnName=analytics_ids, oldColumnName=streams, tableName=alpr_lists                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_speed_rules-stream_id1                              |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.054129|134          |EXECUTED|8:191553b930465d19289644c014679828|renameColumn newColumnName=analytics_id1, oldColumnName=stream_id1, tableName=alpr_speed_rules                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_speed_rules-stream_id2                              |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.06889 |135          |EXECUTED|8:38749dff18539e1758a465b889a585aa|renameColumn newColumnName=analytics_id2, oldColumnName=stream_id2, tableName=alpr_speed_rules                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-alpr_plates-va_id-column                                        |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.092943|136          |EXECUTED|8:d9a6d270cf91f14d6d13fad518e2af29|renameColumn newColumnName=analytics_id, oldColumnName=va_id, tableName=alpr_plates                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_speed_rule_events-stream1_frame                     |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.173462|137          |EXECUTED|8:b23852a3e05cf582e1cf67d08c3d2d25|renameColumn newColumnName=analytics1_frame, oldColumnName=stream1_frame, tableName=alpr_speed_rule_events                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_speed_rule_events-stream2_frame                     |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.225565|138          |EXECUTED|8:5f689b904b47836667e1b4e339d7cbbb|renameColumn newColumnName=analytics2_frame, oldColumnName=stream2_frame, tableName=alpr_speed_rule_events                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_speed_rule_events-stream1_timestamp                 |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.280988|139          |EXECUTED|8:e64104fb1584f83f8743229d7416cdf4|renameColumn newColumnName=analytics1_timestamp, oldColumnName=stream1_timestamp, tableName=alpr_speed_rule_events                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_speed_rule_events-stream2_timestamp                 |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.340081|140          |EXECUTED|8:e43ba55d5cac3adbcbe299ef4e734a1d|renameColumn newColumnName=analytics2_timestamp, oldColumnName=stream2_timestamp, tableName=alpr_speed_rule_events                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_plates_created_at_va                                 |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:29.601748|141          |EXECUTED|8:64adf22a86130b36e050cc501da0cefa|createIndex indexName=alpr_plates_created_at_va, tableName=alpr_plates                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_plates_created_at_va_make_model                      |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:30.535706|142          |EXECUTED|8:d3bf3f5afb8b673d0385cb00b2464584|createIndex indexName=alpr_plates_created_at_va_make_model, tableName=alpr_plates                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_plates_va_id                                         |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:31.368506|143          |EXECUTED|8:0c2887ca660aea931788d78eddc7f369|createIndex indexName=alpr_plates_va_id, tableName=alpr_plates                                                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-index-alpr_plates_plate_number_va_id                            |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:31.921296|144          |EXECUTED|8:213f6f9feb1efd4d7b41efe655523792|createIndex indexName=alpr_plates_plate_number_va_id, tableName=alpr_plates                                                                                                                                                                               |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates-index-alpr_plates_created_at_stream                   |maksym.fedorenko  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:32.425827|145          |EXECUTED|8:d5cc151d5fc694666da16f28b9d9a11c|dropIndex indexName=alpr_plates_created_at_stream, tableName=alpr_plates                                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates-index-alpr_plates_created_at_stream_make_model        |maksym.fedorenko  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:33.005668|146          |EXECUTED|8:2a65641fc9645d451a2e1514bf51ab42|dropIndex indexName=alpr_plates_created_at_stream_make_model, tableName=alpr_plates                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates-index-alpr_plates_plate_number_stream_id              |maksym.fedorenko  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:33.727779|147          |EXECUTED|8:600d43cb20b6e4b2eaff7985dda09e48|dropIndex indexName=alpr_plates_plate_number_stream_id, tableName=alpr_plates                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates_stream_id-index                                       |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:34.512898|148          |EXECUTED|8:07edd92fde9dfa39a0294e98318dd2f3|dropIndex indexName=alpr_plates_stream_id, tableName=alpr_plates                                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates-stream_id-column                                      |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:35.037709|149          |EXECUTED|8:aaef127300a20ebb920f8d84f3a16e7e|dropColumn columnName=id, tableName=alpr_plates                                                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-column-alpr_stats_hourly-stream_id                              |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:35.645486|150          |EXECUTED|8:84dee47b66fc24de2aa67d3d5126ef03|renameColumn newColumnName=analytics_id, oldColumnName=stream_id, tableName=alpr_stats_hourly                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-table-alpr_stats_hourly                                         |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:36.082144|151          |EXECUTED|8:872c9d8fda66632c69bb5d89f7882962|renameTable newTableName=alpr_hourly_statistics, oldTableName=alpr_stats_hourly                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates-list_items-column                                     |maksym.kostyshen  |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:36.706388|152          |EXECUTED|8:942bea529567d6f70416aba3333bdd10|dropColumn columnName=id, tableName=alpr_plates                                                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|modify-list-permissions-not-null                                       |mark.rufin        |sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:37.278429|153          |EXECUTED|8:730d48343da754f10b474e72ce3b9751|addNotNullConstraint columnName=list_permissions, tableName=alpr_lists                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|add-show-popup-for-internal-notifications-column                       |dmytro.yarmoshchuk|sql/2.0.0/9-modify-tables.xml                                  |2025-12-17 01:48:37.812575|154          |EXECUTED|8:6c9a1b0629f47f89361257a6823e3765|addColumn tableName=alpr_lists                                                                                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|create-vehicle-type-column                                             |maksym.kostyshen  |sql/2.0.0/10-modify-alpr-speed-rule-events-table.xml           |2025-12-17 01:48:38.284056|155          |EXECUTED|8:0cadda444c2a313f33f51359f1797456|addColumn tableName=alpr_speed_rule_events                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|rename-speed-limit-column                                              |maksym.kostyshen  |sql/2.0.0/10-modify-alpr-speed-rule-events-table.xml           |2025-12-17 01:48:38.548114|156          |EXECUTED|8:f809ed31de768e1f6267174ced33cfc4|renameColumn newColumnName=speed_value, oldColumnName=speed_limit, tableName=alpr_speed_rule_events                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates_plate_number_va_id-index                              |maksym.kostyshen  |sql/2.0.0/11-rename-plates-to-detections.xml                   |2025-12-17 01:48:39.050506|157          |EXECUTED|8:8b4a55bf967ad59bceb1b16afb674633|dropIndex indexName=alpr_plates_plate_number_va_id, tableName=alpr_plates                                                                                                                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates_plate_number-index                                    |maksym.kostyshen  |sql/2.0.0/11-rename-plates-to-detections.xml                   |2025-12-17 01:48:39.391924|158          |EXECUTED|8:419c63b1d8e15fbd93bba6f80d54104d|dropIndex indexName=alpr_plates_plate_number, tableName=alpr_plates                                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
|drop-alpr_plates_va_id-index                                           |maksym.kostyshen  |sql/2.0.0/11-rename-plates-to-detections.xml                   |2025-12-17 01:48:39.762559|159          |EXECUTED|8:ae73c73a6eff6500264877fe2103e0fe|dropIndex indexName=alpr_plates_va_id, tableName=alpr_plates                                                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936088897   |
