|id |plate_number|arabic_number|adr|box                                                                                |plate_image                                                       |frame_image                                               |analytics_id|make_model_id|vehicle_type|created_at             |color_id|direction|country|pattern  |client_id|latitude |longitude|
|76 |FNE6190     |             |   |[0.746279776096344,0.38749998807907104,0.7991071343421936,0.4223684072494507]      |analytics/plates/3/2025/12/17/23/FNE6190_1766013212002_cropped.jpg|analytics/plates/3/2025/12/17/23/FNE6190_1766013212002.jpg|3           |200,911      |7           |2025-12-17 23:13:32.004|1       |307      |BR     |BRAZIL-1 |0        |0        |0        |
|77 |FPB3248     |             |   |[0.7142857313156128,0.3078947365283966,0.7712053656578064,0.348026305437088]       |analytics/plates/3/2025/12/17/23/FPB3248_1766013227957_cropped.jpg|analytics/plates/3/2025/12/17/23/FPB3248_1766013227957.jpg|3           |200,911      |7           |2025-12-17 23:13:47.959|1       |-1       |BR     |BRAZIL-1 |0        |0        |0        |
|78 |CTP8176     |             |   |[0.715029776096344,0.3144736886024475,0.7626488208770752,0.34013158082962036]      |analytics/plates/3/2025/12/17/23/CTP8176_1766013272452_cropped.jpg|analytics/plates/3/2025/12/17/23/CTP8176_1766013272452.jpg|3           |200,960      |5           |2025-12-17 23:14:32.454|15      |306      |BR     |BRAZIL-1 |0        |0        |0        |
|79 |EAK3A36     |             |   |[0.6953125,0.21315789222717285,0.734375,0.23486842215061188]                       |analytics/plates/3/2025/12/17/23/EAK3A36_1766013284284_cropped.jpg|analytics/plates/3/2025/12/17/23/EAK3A36_1766013284284.jpg|3           |202,063      |7           |2025-12-17 23:14:44.286|7       |304      |BR     |BRAZIL-1 |0        |0        |0        |
|93 |EMO2F10     |             |   |[0.6506696343421936,0.19736842811107635,0.6882440447807312,0.21776315569877625]    |analytics/plates/3/2025/12/17/23/EMO2F10_1766013506525_cropped.jpg|analytics/plates/3/2025/12/17/23/EMO2F10_1766013506525.jpg|3           |200,410      |7           |2025-12-17 23:18:26.527|7       |304      |BR     |BRAZIL-1 |0        |0        |0        |
|94 |CSI3J41     |             |   |[0.8136160969734192,0.3105263113975525,0.855282723903656,0.3375000059604645]       |analytics/plates/3/2025/12/17/23/CSI3J41_1766013516425_cropped.jpg|analytics/plates/3/2025/12/17/23/CSI3J41_1766013516425.jpg|3           |200,410      |7           |2025-12-17 23:18:36.427|7       |301      |BR     |BRAZIL-1 |0        |0        |0        |
|95 |FVP0289     |             |   |[0.5442708134651184,0.2118421047925949,0.589657723903656,0.23947368562221527]      |analytics/plates/3/2025/12/17/23/FVP0289_1766013524711_cropped.jpg|analytics/plates/3/2025/12/17/23/FVP0289_1766013524711.jpg|3           |200,410      |7           |2025-12-17 23:18:44.713|7       |-1       |BR     |BRAZIL-1 |0        |0        |0        |
|96 |FDU7H16     |             |   |[0.6417410969734192,0.16381579637527466,0.6856398582458496,0.19078947603702545]    |analytics/plates/3/2025/12/17/23/FDU7H16_1766013534498_cropped.jpg|analytics/plates/3/2025/12/17/23/FDU7H16_1766013534498.jpg|3           |200,069      |7           |2025-12-17 23:18:54.5  |7       |303      |BR     |BRAZIL-1 |0        |0        |0        |
|97 |ELT6E06     |             |   |[0.6696428656578064,0.3098684251308441,0.718377947807312,0.34013158082962036]      |analytics/plates/3/2025/12/17/23/ELT6E06_1766013568510_cropped.jpg|analytics/plates/3/2025/12/17/23/ELT6E06_1766013568510.jpg|3           |200,007      |7           |2025-12-17 23:19:28.513|7       |305      |BR     |BRAZIL-1 |0        |0        |0        |
|98 |GJG4E72     |             |   |[0.8976934552192688,0.35855263471603394,0.9404761791229248,0.3861842155456543]     |analytics/plates/3/2025/12/17/23/GJG4E72_1766013577832_cropped.jpg|analytics/plates/3/2025/12/17/23/GJG4E72_1766013577832.jpg|3           |202,107      |7           |2025-12-17 23:19:37.834|15      |302      |BR     |BRAZIL-1 |0        |0        |0        |
|99 |QOQ2E66     |             |   |[0.5494791865348816,0.28289473056793213,0.6104910969734192,0.3171052634716034]     |analytics/plates/3/2025/12/17/23/QOQ2E66_1766013581049_cropped.jpg|analytics/plates/3/2025/12/17/23/QOQ2E66_1766013581049.jpg|3           |-1           |0           |2025-12-17 23:19:41.049|4       |310      |BR     |BRAZIL-1 |0        |0        |0        |
|100|FKJ5I86     |             |   |[0.6856398582458496,0.1631578952074051,0.7213541865348816,0.18486842513084412]     |analytics/plates/3/2025/12/17/23/FKJ5I86_1766013581609_cropped.jpg|analytics/plates/3/2025/12/17/23/FKJ5I86_1766013581609.jpg|3           |204,057      |7           |2025-12-17 23:19:41.611|15      |302      |BR     |BRAZIL-1 |0        |0        |0        |
|101|CLH6F39     |             |   |[0.5513392686843872,0.3368421196937561,0.6041666865348816,0.3618420958518982]      |analytics/plates/3/2025/12/17/23/CLH6F39_1766013585824_cropped.jpg|analytics/plates/3/2025/12/17/23/CLH6F39_1766013585824.jpg|3           |200,069      |7           |2025-12-17 23:19:45.826|7       |316      |BR     |BRAZIL-1 |0        |0        |0        |
|102|GKI0883     |             |   |[0.9304315447807312,0.3217105269432068,0.9758184552192688,0.35394737124443054]     |analytics/plates/3/2025/12/17/23/GKI0883_1766013612191_cropped.jpg|analytics/plates/3/2025/12/17/23/GKI0883_1766013612191.jpg|3           |200,342      |7           |2025-12-17 23:20:12.193|5       |-1       |BR     |BRAZIL-1 |0        |0        |0        |
|103|OQQ5652     |             |   |[0.6361607313156128,0.31118419766426086,0.687127947807312,0.33618420362472534]     |analytics/plates/3/2025/12/17/23/OQQ5652_1766013617343_cropped.jpg|analytics/plates/3/2025/12/17/23/OQQ5652_1766013617343.jpg|3           |200,342      |7           |2025-12-17 23:20:17.345|5       |308      |BR     |BRAZIL-1 |0        |0        |0        |
|74 |FLG1468     |             |   |[0.7079613208770752,0.18157894909381866,0.7466517686843872,0.20197369158267975]    |analytics/plates/3/2025/12/17/23/FLG1468_1766013184593_cropped.jpg|analytics/plates/3/2025/12/17/23/FLG1468_1766013184593.jpg|3           |201,322      |6           |2025-12-17 23:13:04.596|8       |302      |BR     |BRAZIL-1 |0        |0        |0        |
|75 |GCS1958     |             |   |[0.6622023582458496,0.28289473056793213,0.7094494104385376,0.31381580233573914]    |analytics/plates/3/2025/12/17/23/GCS1958_1766013204631_cropped.jpg|analytics/plates/3/2025/12/17/23/GCS1958_1766013204631.jpg|3           |200,911      |7           |2025-12-17 23:13:24.633|1       |303      |EC     |ECUADOR-1|0        |0        |0        |
|80 |FLA9C37     |             |   |[0.7090773582458496,0.142763152718544,0.7470238208770752,0.16447368264198303]      |analytics/plates/3/2025/12/17/23/FLA9C37_1766013301955_cropped.jpg|analytics/plates/3/2025/12/17/23/FLA9C37_1766013301955.jpg|3           |202,063      |7           |2025-12-17 23:15:01.957|7       |301      |BR     |BRAZIL-1 |0        |0        |0        |
|81 |HNG7307     |             |   |[0.6227678656578064,0.33355262875556946,0.675595223903656,0.3664473593235016]      |analytics/plates/3/2025/12/17/23/HNG7307_1766013306110_cropped.jpg|analytics/plates/3/2025/12/17/23/HNG7307_1766013306110.jpg|3           |-1           |0           |2025-12-17 23:15:06.11 |4       |-1       |BR     |BRAZIL-1 |0        |0        |0        |
|82 |GAX1A38     |             |   |[0.6640625,0.20855262875556946,0.7098214030265808,0.23552630841732025]             |analytics/plates/3/2025/12/17/23/GAX1A38_1766013317906_cropped.jpg|analytics/plates/3/2025/12/17/23/GAX1A38_1766013317906.jpg|3           |200,265      |7           |2025-12-17 23:15:17.908|5       |298      |BR     |BRAZIL-1 |0        |0        |0        |
|83 |AYI4162     |             |   |[0.7083333134651184,0.34210526943206787,0.7600446343421936,0.36973685026168823]    |analytics/plates/3/2025/12/17/23/AYI4162_1766013384554_cropped.jpg|analytics/plates/3/2025/12/17/23/AYI4162_1766013384554.jpg|3           |201,896      |1           |2025-12-17 23:16:24.556|5       |303      |BR     |BRAZIL-1 |0        |0        |0        |
|84 |DFK8D52     |             |   |[0.636532723903656,0.1269736886024475,0.6707589030265808,0.14802631735801697]      |analytics/plates/3/2025/12/17/23/DFK8D52_1766013398276_cropped.jpg|analytics/plates/3/2025/12/17/23/DFK8D52_1766013398276.jpg|3           |200,018      |5           |2025-12-17 23:16:38.278|15      |303      |BR     |BRAZIL-1 |0        |0        |0        |
|85 |EGQ4J63     |             |   |[0.5591517686843872,0.32894736528396606,0.6104910969734192,0.35197368264198303]    |analytics/plates/3/2025/12/17/23/EGQ4J63_1766013399401_cropped.jpg|analytics/plates/3/2025/12/17/23/EGQ4J63_1766013399401.jpg|3           |201,896      |1           |2025-12-17 23:16:39.403|5       |317      |BR     |BRAZIL-1 |0        |0        |0        |
|86 |FYW5807     |             |   |[0.8136160969734192,0.7322368621826172,0.890252947807312,0.7855263352394104]       |analytics/plates/3/2025/12/17/23/FYW5807_1766013400395_cropped.jpg|analytics/plates/3/2025/12/17/23/FYW5807_1766013400395.jpg|3           |-1           |0           |2025-12-17 23:16:40.395|4       |-1       |BR     |BRAZIL-1 |0        |0        |0        |
|87 |BOV7D60     |             |   |[0.6145833134651184,0.3973684310913086,0.6752232313156128,0.4269736707210541]      |analytics/plates/3/2025/12/17/23/BOV7D60_1766013407599_cropped.jpg|analytics/plates/3/2025/12/17/23/BOV7D60_1766013407599.jpg|3           |201,896      |1           |2025-12-17 23:16:47.601|5       |310      |BR     |BRAZIL-1 |0        |0        |0        |
|88 |FNA7714     |             |   |[0.5569196343421936,0.3302631676197052,0.6101190447807312,0.36052632331848145]     |analytics/plates/3/2025/12/17/23/FNA7714_1766013410323_cropped.jpg|analytics/plates/3/2025/12/17/23/FNA7714_1766013410323.jpg|3           |201,896      |1           |2025-12-17 23:16:50.325|5       |309      |BR     |BRAZIL-1 |0        |0        |0        |
|89 |OQH1181     |             |   |[0.6313244104385376,0.2631579041481018,0.6830357313156128,0.2921052575111389]      |analytics/plates/3/2025/12/17/23/OQH1181_1766013420217_cropped.jpg|analytics/plates/3/2025/12/17/23/OQH1181_1766013420217.jpg|3           |200,410      |7           |2025-12-17 23:17:00.219|7       |-1       |BR     |BRAZIL-1 |0        |0        |0        |
|90 |CHM3B02     |             |   |[0.5479910969734192,0.36513158679008484,0.605282723903656,0.39144736528396606]     |analytics/plates/3/2025/12/17/23/CHM3B02_1766013432275_cropped.jpg|analytics/plates/3/2025/12/17/23/CHM3B02_1766013432275.jpg|3           |200,410      |7           |2025-12-17 23:17:12.277|7       |-1       |BR     |BRAZIL-1 |0        |0        |0        |
|91 |UGK4G03     |             |   |[0.5208333134651184,0.2611842155456543,0.5729166865348816,0.28684210777282715]     |analytics/plates/3/2025/12/17/23/UGK4G03_1766013437696_cropped.jpg|analytics/plates/3/2025/12/17/23/UGK4G03_1766013437696.jpg|3           |201,896      |1           |2025-12-17 23:17:17.698|5       |310      |BR     |BRAZIL-1 |0        |0        |0        |
|92 |PVZ1678     |             |   |[0.5189732313156128,0.12894736230373383,0.5554315447807312,0.14868420362472534]    |analytics/plates/3/2025/12/17/23/PVZ1678_1766013440224_cropped.jpg|analytics/plates/3/2025/12/17/23/PVZ1678_1766013440224.jpg|3           |200,410      |7           |2025-12-17 23:17:20.226|7       |304      |EC     |ECUADOR-1|0        |0        |0        |
|104|EVT9B63     |             |   |[0.5747767686843872,0.1940789520740509,0.6160714030265808,0.21513158082962036]     |analytics/plates/3/2025/12/17/23/EVT9B63_1766013733234_cropped.jpg|analytics/plates/3/2025/12/17/23/EVT9B63_1766013733234.jpg|3           |200,601      |5           |2025-12-17 23:22:13.236|5       |308      |BR     |BRAZIL-1 |0        |0        |0        |
|105|EME0245     |             |   |[0.789434552192688,0.5881578922271729,0.8612351417541504,0.6269736886024475]       |analytics/plates/3/2025/12/17/23/EME0245_1766013733749_cropped.jpg|analytics/plates/3/2025/12/17/23/EME0245_1766013733749.jpg|3           |200,002      |5           |2025-12-17 23:22:13.751|1       |-1       |BR     |BRAZIL-1 |0        |0        |0        |
|106|ESW6122     |             |   |[0.6197916865348816,0.11052631586790085,0.6555059552192688,0.13026316463947296]    |analytics/plates/3/2025/12/17/23/ESW6122_1766013767734_cropped.jpg|analytics/plates/3/2025/12/17/23/ESW6122_1766013767734.jpg|3           |200,355      |7           |2025-12-17 23:22:47.736|7       |302      |EC     |ECUADOR-1|0        |0        |0        |
|107|SND1C34     |             |   |[0.25572916865348816,0.10000000149011612,0.3229166567325592,0.13518518209457397]   |analytics/plates/9/2025/12/18/16/SND1C34_1766075049827_cropped.jpg|analytics/plates/9/2025/12/18/16/SND1C34_1766075049827.jpg|9           |200,401      |1           |2025-12-18 16:24:09.829|15      |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|108|GID2F82     |             |   |[0.10052083432674408,0.2351851910352707,0.1822916716337204,0.27129629254341125]    |analytics/plates/9/2025/12/18/16/GID2F82_1766075053828_cropped.jpg|analytics/plates/9/2025/12/18/16/GID2F82_1766075053828.jpg|9           |200,990      |7           |2025-12-18 16:24:13.83 |1       |65       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|109|GES2423     |             |   |[0.3255208432674408,0.0962962955236435,0.3802083432674408,0.12314815074205399]     |analytics/plates/9/2025/12/18/16/GES2423_1766075056031_cropped.jpg|analytics/plates/9/2025/12/18/16/GES2423_1766075056031.jpg|9           |200,990      |7           |2025-12-18 16:24:16.033|1       |63       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|110|TKS0I28     |             |   |[0.35729166865348816,0.0027777778450399637,0.4151041805744171,0.031481482088565826]|analytics/plates/9/2025/12/18/16/TKS0I28_1766075070881_cropped.jpg|analytics/plates/9/2025/12/18/16/TKS0I28_1766075070881.jpg|9           |200,990      |7           |2025-12-18 16:24:30.883|1       |66       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|111|GEW2A04     |             |   |[0.11041666567325592,0.2203703671693802,0.1901041716337204,0.2620370388031006]     |analytics/plates/9/2025/12/18/16/GEW2A04_1766075093058_cropped.jpg|analytics/plates/9/2025/12/18/16/GEW2A04_1766075093058.jpg|9           |200,025      |7           |2025-12-18 16:24:53.061|1       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|112|TIS9C99     |             |   |[0.3072916567325592,0.06111111119389534,0.36770832538604736,0.09351851791143417]   |analytics/plates/9/2025/12/18/16/TIS9C99_1766075108939_cropped.jpg|analytics/plates/9/2025/12/18/16/TIS9C99_1766075108939.jpg|9           |205,209      |7           |2025-12-18 16:25:08.941|15      |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|113|GKF0F23     |             |   |[0.23854166269302368,0.19907407462596893,0.30416667461395264,0.23425926268100739]  |analytics/plates/9/2025/12/18/16/GKF0F23_1766075131970_cropped.jpg|analytics/plates/9/2025/12/18/16/GKF0F23_1766075131970.jpg|9           |200,851      |7           |2025-12-18 16:25:31.972|1       |61       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|114|DKC4F21     |             |   |[0.26249998807907104,0.18796296417713165,0.3395833373069763,0.2361111044883728]    |analytics/plates/9/2025/12/18/16/DKC4F21_1766075136624_cropped.jpg|analytics/plates/9/2025/12/18/16/DKC4F21_1766075136624.jpg|9           |200,851      |7           |2025-12-18 16:25:36.626|1       |58       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|115|FDC5B56     |             |   |[0.23645833134651184,0.1509259194135666,0.30781251192092896,0.18703703582286835]   |analytics/plates/9/2025/12/18/16/FDC5B56_1766075158978_cropped.jpg|analytics/plates/9/2025/12/18/16/FDC5B56_1766075158978.jpg|9           |200,435      |7           |2025-12-18 16:25:58.981|5       |61       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|116|CUL9F76     |             |   |[0.3630208373069763,0.009259259328246117,0.41614583134651184,0.034259259700775146] |analytics/plates/9/2025/12/18/16/CUL9F76_1766075161489_cropped.jpg|analytics/plates/9/2025/12/18/16/CUL9F76_1766075161489.jpg|9           |200,435      |7           |2025-12-18 16:26:01.491|5       |64       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|117|FAB5143     |             |   |[0.32864582538604736,0.02777777798473835,0.3932291567325592,0.06851851940155029]   |analytics/plates/9/2025/12/18/16/FAB5143_1766075162570_cropped.jpg|analytics/plates/9/2025/12/18/16/FAB5143_1766075162570.jpg|9           |200,435      |7           |2025-12-18 16:26:02.571|5       |66       |EC     |ECUADOR-1|0        |-18.40652|-41.81897|
|118|AYE0A53     |             |   |[0.3604166805744171,0.10185185074806213,0.4151041805744171,0.12870369851589203]    |analytics/plates/9/2025/12/18/16/AYE0A53_1766075174584_cropped.jpg|analytics/plates/9/2025/12/18/16/AYE0A53_1766075174584.jpg|9           |200,435      |7           |2025-12-18 16:26:14.586|5       |60       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|119|RIT7F77     |             |   |[0.22968749701976776,0.19629628956317902,0.3088541626930237,0.2370370328426361]    |analytics/plates/9/2025/12/18/16/RIT7F77_1766075182528_cropped.jpg|analytics/plates/9/2025/12/18/16/RIT7F77_1766075182528.jpg|9           |200,435      |7           |2025-12-18 16:26:22.53 |5       |57       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|120|UFC8D70     |             |   |[0.31979167461395264,0.051851850003004074,0.3760416805744171,0.0824074074625969]   |analytics/plates/9/2025/12/18/16/UFC8D70_1766075187906_cropped.jpg|analytics/plates/9/2025/12/18/16/UFC8D70_1766075187906.jpg|9           |200,015      |7           |2025-12-18 16:26:27.908|8       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|121|TCV1G75     |             |   |[0.4416666626930237,0.021296296268701553,0.4880208373069763,0.0416666679084301]    |analytics/plates/9/2025/12/18/16/TCV1G75_1766075193344_cropped.jpg|analytics/plates/9/2025/12/18/16/TCV1G75_1766075193344.jpg|9           |200,435      |7           |2025-12-18 16:26:33.346|5       |63       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|122|EKO9G51     |             |   |[0.2776041626930237,0.09907407313585281,0.3395833373069763,0.13148148357868195]    |analytics/plates/9/2025/12/18/16/EKO9G51_1766075202027_cropped.jpg|analytics/plates/9/2025/12/18/16/EKO9G51_1766075202027.jpg|9           |200,015      |7           |2025-12-18 16:26:42.029|8       |64       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|123|FAF2A72     |             |   |[0.25729167461395264,0.18981482088565826,0.2916666567325592,0.23333333432674408]   |analytics/plates/9/2025/12/18/16/FAF2A72_1766075203102_cropped.jpg|analytics/plates/9/2025/12/18/16/FAF2A72_1766075203102.jpg|9           |200,015      |7           |2025-12-18 16:26:43.104|8       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|124|GEG6C09     |             |   |[0.3453125059604645,0.0555555559694767,0.40156251192092896,0.08055555820465088]    |analytics/plates/9/2025/12/18/16/GEG6C09_1766075242557_cropped.jpg|analytics/plates/9/2025/12/18/16/GEG6C09_1766075242557.jpg|9           |200,019      |7           |2025-12-18 16:27:22.559|8       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|125|ENG9G38     |             |   |[0.3265624940395355,0.10185185074806213,0.39114582538604736,0.13333334028720856]   |analytics/plates/9/2025/12/18/16/ENG9G38_1766075296254_cropped.jpg|analytics/plates/9/2025/12/18/16/ENG9G38_1766075296254.jpg|9           |202,952      |5           |2025-12-18 16:28:16.257|15      |58       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|126|GKE8998     |             |   |[0.27552083134651184,0.12037037312984467,0.3427083194255829,0.16111111640930176]   |analytics/plates/9/2025/12/18/16/GKE8998_1766075300624_cropped.jpg|analytics/plates/9/2025/12/18/16/GKE8998_1766075300624.jpg|9           |-1           |0           |2025-12-18 16:28:20.624|4       |62       |EC     |ECUADOR-1|0        |-18.40652|-41.81897|
|127|FEZ3775     |             |   |[0.3447916805744171,0.03333333507180214,0.4078125059604645,0.07129629701375961]    |analytics/plates/9/2025/12/18/16/FEZ3775_1766075327668_cropped.jpg|analytics/plates/9/2025/12/18/16/FEZ3775_1766075327668.jpg|9           |200,851      |7           |2025-12-18 16:28:47.67 |15      |62       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|128|SVZ1H12     |             |   |[0.34375,0.049074072390794754,0.4020833373069763,0.07777778059244156]              |analytics/plates/9/2025/12/18/16/SVZ1H12_1766075334470_cropped.jpg|analytics/plates/9/2025/12/18/16/SVZ1H12_1766075334470.jpg|9           |200,851      |7           |2025-12-18 16:28:54.473|15      |63       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|144|FYC7F57     |             |   |[0.3359375,0.023148147389292717,0.39531248807907104,0.05462963134050369]           |analytics/plates/9/2025/12/18/16/FYC7F57_1766075616729_cropped.jpg|analytics/plates/9/2025/12/18/16/FYC7F57_1766075616729.jpg|9           |202,893      |1           |2025-12-18 16:33:36.73 |15      |66       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|145|PXN7955     |             |   |[0.2630208432674408,0.23425926268100739,0.3307291567325592,0.2768518626689911]     |analytics/plates/9/2025/12/18/16/PXN7955_1766075619418_cropped.jpg|analytics/plates/9/2025/12/18/16/PXN7955_1766075619418.jpg|9           |200,003      |1           |2025-12-18 16:33:39.42 |1       |59       |EC     |ECUADOR-1|0        |-18.40652|-41.81897|
|146|FBV8B18     |             |   |[0.37447917461395264,0.03981481492519379,0.4270833432674408,0.06851851940155029]   |analytics/plates/9/2025/12/18/16/FBV8B18_1766075621541_cropped.jpg|analytics/plates/9/2025/12/18/16/FBV8B18_1766075621541.jpg|9           |200,003      |1           |2025-12-18 16:33:41.543|1       |61       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|147|FCZ2D13     |             |   |[0.0,0.3083333373069763,0.08124999701976776,0.35555556416511536]                   |analytics/plates/9/2025/12/18/16/FCZ2D13_1766075627679_cropped.jpg|analytics/plates/9/2025/12/18/16/FCZ2D13_1766075627679.jpg|9           |200,003      |1           |2025-12-18 16:33:47.681|1       |64       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|148|DQT8798     |             |   |[0.29479166865348816,0.30000001192092896,0.37031251192092896,0.33981481194496155]  |analytics/plates/9/2025/12/18/16/DQT8798_1766075632366_cropped.jpg|analytics/plates/9/2025/12/18/16/DQT8798_1766075632366.jpg|9           |200,003      |1           |2025-12-18 16:33:52.369|1       |50       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|149|TEK7A45     |             |   |[0.2744791805744171,0.10277777910232544,0.3463541567325592,0.14074073731899261]    |analytics/plates/9/2025/12/18/16/TEK7A45_1766075633866_cropped.jpg|analytics/plates/9/2025/12/18/16/TEK7A45_1766075633866.jpg|9           |201,429      |1           |2025-12-18 16:33:53.868|15      |64       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|150|FGL9E54     |             |   |[0.27135416865348816,0.13333334028720856,0.3401041626930237,0.17037037014961243]   |analytics/plates/9/2025/12/18/16/FGL9E54_1766075636780_cropped.jpg|analytics/plates/9/2025/12/18/16/FGL9E54_1766075636780.jpg|9           |200,003      |1           |2025-12-18 16:33:56.782|1       |61       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|151|FUD5J23     |             |   |[0.24895833432674408,0.09907407313585281,0.3161458373069763,0.13611111044883728]   |analytics/plates/9/2025/12/18/16/FUD5J23_1766075638910_cropped.jpg|analytics/plates/9/2025/12/18/16/FUD5J23_1766075638910.jpg|9           |201,429      |1           |2025-12-18 16:33:58.912|15      |64       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|152|SUV3D84     |             |   |[0.3166666626930237,0.029629629105329514,0.3739583194255829,0.05648148059844971]   |analytics/plates/9/2025/12/18/16/SUV3D84_1766075640723_cropped.jpg|analytics/plates/9/2025/12/18/16/SUV3D84_1766075640723.jpg|9           |201,429      |1           |2025-12-18 16:34:00.725|15      |66       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|153|BRB2A53     |             |   |[0.2473958283662796,0.20000000298023224,0.3187499940395355,0.23888888955116272]    |analytics/plates/9/2025/12/18/16/BRB2A53_1766075644372_cropped.jpg|analytics/plates/9/2025/12/18/16/BRB2A53_1766075644372.jpg|9           |200,003      |1           |2025-12-18 16:34:04.374|1       |59       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|129|FAP7E86     |             |   |[0.14635416865348816,0.3203703761100769,0.18593749403953552,0.3777777850627899]    |analytics/plates/9/2025/12/18/16/FAP7E86_1766075342813_cropped.jpg|analytics/plates/9/2025/12/18/16/FAP7E86_1766075342813.jpg|9           |-1           |0           |2025-12-18 16:29:02.813|4       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|130|UGD9H67     |             |   |[0.4416666626930237,0.020370369777083397,0.49270832538604736,0.043518517166376114] |analytics/plates/9/2025/12/18/16/UGD9H67_1766075359751_cropped.jpg|analytics/plates/9/2025/12/18/16/UGD9H67_1766075359751.jpg|9           |200,052      |1           |2025-12-18 16:29:19.753|8       |59       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|131|SUZ6075     |             |   |[0.3010416626930237,0.043518517166376114,0.3656249940395355,0.07592592388391495]   |analytics/plates/9/2025/12/18/16/SUZ6075_1766075362254_cropped.jpg|analytics/plates/9/2025/12/18/16/SUZ6075_1766075362254.jpg|9           |200,052      |1           |2025-12-18 16:29:22.256|8       |65       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|132|FSJ7J84     |             |   |[0.36250001192092896,0.06574074178934097,0.4229166805744171,0.0962962955236435]    |analytics/plates/9/2025/12/18/16/FSJ7J84_1766075363754_cropped.jpg|analytics/plates/9/2025/12/18/16/FSJ7J84_1766075363754.jpg|9           |200,052      |1           |2025-12-18 16:29:23.756|8       |61       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|133|EJL0310     |             |   |[0.0026041667442768812,0.007407407276332378,0.046875,0.03055555559694767]          |analytics/plates/9/2025/12/18/16/EJL0310_1766075401857_cropped.jpg|analytics/plates/9/2025/12/18/16/EJL0310_1766075401857.jpg|9           |-1           |0           |2025-12-18 16:30:01.857|4       |-1       |EC     |ECUADOR-1|0        |-18.40652|-41.81897|
|134|EHW3F53     |             |   |[0.1848958283662796,0.31296294927597046,0.22447916865348816,0.36574074625968933]   |analytics/plates/9/2025/12/18/16/EHW3F53_1766075412069_cropped.jpg|analytics/plates/9/2025/12/18/16/EHW3F53_1766075412069.jpg|9           |-1           |0           |2025-12-18 16:30:12.069|4       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|135|EAK6096     |             |   |[0.3708333373069763,0.020370369777083397,0.42760416865348816,0.046296294778585434] |analytics/plates/9/2025/12/18/16/EAK6096_1766075467620_cropped.jpg|analytics/plates/9/2025/12/18/16/EAK6096_1766075467620.jpg|9           |200,026      |7           |2025-12-18 16:31:07.623|15      |59       |EC     |ECUADOR-1|0        |-18.40652|-41.81897|
|136|GFG3C73     |             |   |[0.24895833432674408,0.07407407462596893,0.3161458373069763,0.11296296119689941]   |analytics/plates/9/2025/12/18/16/GFG3C73_1766075470907_cropped.jpg|analytics/plates/9/2025/12/18/16/GFG3C73_1766075470907.jpg|9           |200,026      |7           |2025-12-18 16:31:10.909|15      |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|137|GGX9B36     |             |   |[0.28697916865348816,0.1398148089647293,0.3526041805744171,0.17222222685813904]    |analytics/plates/9/2025/12/18/16/GGX9B36_1766075485050_cropped.jpg|analytics/plates/9/2025/12/18/16/GGX9B36_1766075485050.jpg|9           |200,000      |1           |2025-12-18 16:31:25.053|8       |63       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
